"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"27","1","27","S Lee",""," Face Reconstruction from a Small Number of Feature Points, ","Proc th International Conference Pattern Recognition II Barcelona"
"28","1","28","S Lee",""," Face Reconstruction a Morphable Face Model, ","Proc th International Conference Pattern Recognition City"
"29","1","29","S Lee","S Hwang; T Vetter; V Blanz","Face Reconstruction Using a Small Set of Feature Points ","Biologically Motivated Computer Vision"
"30","1","30","S Lee",""," Performance Evaluation of Face Recognition Algorithms on the Asian Face Database, KFDB, ","Audio and Video based Biometric Person Authentication Lecture Notes Computer Science"
"31","1","31","S Lee",""," Reconstruction of Partially Occluded Faces for Face Recognition, ","Proc th Korea Joint Symposium Information Technology for Oriental Language Processing and Pattern Recognition Daejon Korea"
"32","1","32","S Lee","S Hwang","Reconstruction of Partially Damaged Face Images Based on a Morphable Face Model ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"33","1","33","S Lee",""," Reconstruction of Partially Damaged Face Images Based on a Morphable Face Model, ","IEEE Trans Pattern Analysis and Machine Intelligence"
"34","1","34","S Lee","S Hwang; J Kim","Retrieval of the Top N Matches with Support Vector Machines ","ICPR International Conference Pattern Recognition"
"35","1","35","S Lee",""," Synthesis of High-Resolution Facial Image Based on Top-down Learning, ","Audio and Video based Biometric Person Authentication Lecture Notes Computer Science"
"36","1","36","S Lee","S Kang","Object Detection and Classification for Outdoor Walking Guidance System ","Biologically Motivated Computer Vision"
"37","1","37","S Lee",""," Combining Classifiers based on Minimization of a Bayes Error Rate, ","Proc th International Conference Document Analysis and Recognition Bangalore"
"38","1","38","S Lee",""," A Dependency-based Framework of Combining Multiple Experts for the Recognition of Unconstrained Handwritten Numerals, ","Proc Computer Vision and Pattern Recognition"
"39","1","39","S Lee",""," Handheld Computer Vision System for the Visually Impaired, ","Proc rd International Workshop Human friendly Welfare Robotic Systems Daejeon Korea"
"40","1","40","S Lee",""," Evaluation on Selection Criteria of Multiple Numeral Recognizers the Fixed Number of Recognizers, ","Proc th International Conference Pattern Recognition City"
"41","1","41","S Lee","S Kang","Multiple Object Tracking in Multiresolution Image Sequences ","Biologically Motivated Computer Vision"
"42","1","42","S Lee","S Kang","Experimental Results on the Construction of Multiple Classifiers Recognizing Handwritten Numerals ","ICDAR International Conference Document Analysis"
"43","1","43","S Lee",""," An Information-Theoretic Strategy for Constructing Multiple Classifier Systems, ","Proc th International Conference Pattern Recognition II Barcelona"
"44","1","44","S Lee",""," Real-time Pedestrian Detection Using Support Vector Machines, ","International Journal of Pattern Recognition and Artificial Intelligence"
"45","1","45","S Lee",""," Real-time Pedestrian Detection using Support Vector Machines, ","Pattern Recognition Support Vector Machines Lecture Notes Computer Science"
"46","1","46","S Lee",""," Real-time Tracking of Multiple Objects in Space-variant Vision based on Magnocellular Visual Pathway, ","Pattern Recognition"
"47","1","47","S Lee","S Kang; J Park","Automatic Quality Measurement of Gray-Scale Handwriting Based on Extended Average Entropy ","ICPR International Conference Pattern Recognition"
"48","1","48","S Lee","S Kim; M Yoo","A Control Model for Vergence Movement on a Stereo Robotic Head Using Disparity Flux ","ICPR International Conference Pattern Recognition"
"49","1","49","S Lee",""," A Control Model for Vergence Movement on a Stereo Robotic Head Using Disparity Flow and Flux, ","Proc th International Conference Pattern Recognition IV Barcelona"
"50","1","50","S Lee","S Kim","Direct Extraction of Topographic Features for Gray Scale Character Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"51","1","51","S Lee","S Kim; M Yoo","Dynamic Vergence Using Disparity Flux ","Biologically Motivated Computer Vision"
"52","1","52","S Lee","S Kim; M Yoon","Faxed image restoration using Kalman filtering ","ICDAR International Conference Document Analysis"
"53","1","53","S Lee",""," Fast Scene Change Detection Using Direct Feature Extraction from MPEG Compressed Videos, ","Proc th International Conference Pattern Recognition III Barcelona"
"54","1","54","S Lee",""," Gray-Scale Nonlinear Shape Normalization Method for Handwritten Oriental Character Recognition, ","International Journal of Pattern Recognition and Artificial Intelligence"
"55","1","55","S Lee","S Kim","Multi-lingual, multi-font and multi-size large-set character recognition using self-organizing neural network ","ICDAR International Conference Document Analysis"
"56","1","56","S Lee",""," Multiresolution Recognition of Handwritten Numerals Wavelet Transform and Multilayer Cluster Neural Network, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"57","1","57","S Lee","S Kim","Multiresolution recognition of handwritten numerals with wavelet transform and multilayer cluster neural network ","ICDAR International Conference Document Analysis"
"58","1","58","S Lee",""," Nonlinear Shape Normalization Methods for Gray-Scale Handwritten Character Recognition, ","Proc th International Conference Document Analysis and Recognition Ulm"
"59","1","59","S Lee","S Kim; Y Tang","Nonlinear shape restoration of distorted images with Coons transformation ","ICDAR International Conference Document Analysis"
"60","1","60","S Lee",""," A New Methodology to the Design of Associative Memories Based on Cellular Neural Networks, ","Proc th International Conference Pattern Recognition II Barcelona"
"61","1","61","S Lee","S Kim","A new type of recurrent neural network for handwritten character recognition ","ICDAR International Conference Document Analysis"
"62","1","62","S Lee",""," An Optimization Approach to the Robust Design of Generalized BSB Neural Associative Memories, ","Proc th International Conference Neural Information Processing II Taejon Korea"
"63","1","63","S Lee","S Kim","Integrated segmentation and recognition of handwritten numerals with cascade neural network ","IEEE Transactions Systems Man and Cybernetics Part C"
"64","1","64","S Lee","S Kim"," Parallel Hardware Implementation of Handwritten Character Recognition System on Wavefront Array Processor Architecture, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"65","1","65","S Lee",""," Retrieval of the Top N Matches Support Vector Machines, ","Proc th International Conference Pattern Recognition II Barcelona"
"66","1","66","S Lee",""," Shape Restoration of Nonlinear Distorted Images, ","Proc th International Conference Pattern Recognition"
"67","1","67","S Lee",""," Automatic evaluation of handwriting qualities of handwritten Hangul image database, KU- , ","Proc th International Workshop Frontiers Handwriting Recognition Taejon Korea"
"68","1","68","S Lee",""," Contextual Postprocessing of a Korean OCR System by Linguistic Constraints, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"69","1","69","S Lee","S Suen"," Thinning Methodologies - A Comprehensive Survey, ","IEEE Trans Pattern Analysis and Machine Intelligence"
"70","1","70","S Lee","S Ed","Advances in Handwriting Recognition,","World Scientific Publishing ISBN"
"71","1","71","S Lee","S Eds","Biologically Motivated Computer Vision,","Lecture Notes Computer Science Springer Verlag ISBN"
"72","1","72","S Lee","","Character Recognition: Theory and Practice, I, II,","Hongneung Science Publisher Seoul"
"73","1","73","S Lee","H Park","Correction to A New Methodology for Gray-Scale Character Segmentation and Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"74","1","74","S Lee","S Eds","Document Analysis Systems,","Lecture Notes Computer Science Springer Verlag ISBN"
"75","1","75","S Lee","S Kim"," Address Block Location on Handwritten Korean Envelopes by Merging and Splitting Method, ","Pattern Recognition"
"76","1","76","S Lee","S Eds","Advances in Oriental Document Analysis and Recognition Techniques,","World Scientific Publishing ISBN"
"77","1","77","S Lee","S Kim"," Direct Extraction of Topographic Features for Gray Scale Character Recognition, ","IEEE Trans Pattern Analysis and Machine Intelligence"
"78","1","78","S Lee","S Kim"," Direct Extraction of Topographic Features for Gray-scale Character Recognition, ","Proc rd Pacific Rim International Conference Artificial Intelligence Beijing"
"79","1","79","S Lee","S Kim"," Direct Extraction of Topographic Features from Gray-scale Character Images, ","Proc rd Annual Symposium Document Analysis and Information Retrieval Las Vegas"
"80","1","80","S Lee","S Kwon"," Distribution of Information Contents and Entropy of Hangul Character Images, ","International Journal Computer ProCessing of Chinese and Oriental Languages"
"81","1","81","S Lee","S Kwon"," Distribution of Information Contents and Entropy of Hangul Character Images, ","Proc International Conference Computer Processing of Chinese and Oriental Languages Taipei"
"82","1","82","S Lee","S Kim"," Efficient Postprocessing Algorithms for Error Correction in Handwritten Hangul Address and Human Name Recognition, ","Pattern Recognition"
"83","1","83","S Lee","S Min"," Efficient Postprocessing Algorithms for Error Correction in Handwritten Hangul Address and Human Name Recognition, ","Proc International Conference Document Analysis and Recognition Tsukuba"
"84","1","84","S Lee",""," Off-line Recognition of Totally Unconstrained Handwritten Numerals Using Multilayer Cluster Neural Network, ","IEEE Trans Pattern Analysis and Machine Intelligence"
"85","1","85","S Lee","S Kim"," Off-line Recognition of Totally Unconstrained Handwritten Numerals Using Multilayer Cluster Neural Network, ","Proc th International Conference Pattern Recognition"
"86","1","86","S Lee","S Groen"," A Fast Computational Method for Minimum Square Error Transform, ","Pattern Recognition Letters"
"87","1","87","S Lee","S Choi"," Fast Scene Change Detection Using Direct Feature Extraction from MPEG Compressed Videos, ","IEEE Trans Multimedia"
"88","1","88","S Lee","S Kim"," Location Destination Address Block on Handwritten Korean Envelopes, ","Proc th International Conference Pattern Recognition"
"89","1","89","S Lee","S Park"," Multi-lingual Large-set Oriental Character Recognition Using a Hierarchical Neural Network Classifier, ","International Journal Computer Processing of Oriental Languages"
"90","1","90","S Lee","S Kim"," Multi-lingual Large-set Oriental Character Recognition Using Hierarchical Neural Network Classifier, ","Proc Korea Joint Symposium Oriental Language Computing Pohang"
"91","1","91","S Lee","S Kim"," Multi-lingual, Multi-font and Multi-size Large-set Character Recognition Using Self-Organizing Neural Network, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"92","1","92","S Lee",""," Multilayer Cluster Neural Network for Totally Unconstrained Handwritten Numeral Recognition, ","Neural Networks"
"93","1","93","S Lee","S Kim"," Multilayer Cluster Neural Network for Totally Unconstrained Handwritten Numeral Recognition, ","Proc International Conference Neural Information Processing Seoul Korea"
"94","1","94","S Lee","S Kim"," Multilayer Cluster Neural Networks for Off-line Recognition of Totally Unconstrained Handwritten Numerals, ","Proc th Int Workshop Frontiers Handwritten Recognition Taipei Oec"
"95","1","95","S Lee","S Ma"," Multiresolution Recognition of Unconstrained Handwritten Numerals Wavelet Transform and Multilayer Cluster Neural Network, ","Pattern Recognition"
"96","1","96","S Lee","S Kim"," Unconstrained Seal Imprint Verification using Attributed Stroke Graph Matching, ","Pattern Recognition"
"97","1","97","S Lee","S Park"," Nonlinear Shape Normalization Methods for the Recognition of Large-set Handwritten Characters, ","Pattern Recognition"
"98","1","98","S Lee","S Tang"," Nonlinear Shape Restoration of Distorted Images Coons Transformation, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"99","1","99","S Lee",""," A New Methodology for Gray-Scale Character Segmentation and Recognition, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"100","1","100","S Lee","H Park","A New Methodology for Gray-Scale Character Segmentation and Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"101","1","101","S Lee","H Park","A New Methodology for Gray-Scale Character Segmentation and Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"102","1","102","S Lee","H Park","A New Methodology for Gray-Scale Character Segmentation and Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"103","1","103","S Lee","H Park","A New Methodology for Gray-Scale Character Segmentation and Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"104","1","104","S Lee","H Park","A New Methodology for Gray-Scale Character Segmentation and Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"105","1","105","S Lee","S Park"," A New Methodology for Gray-Scale Character Segmentation and Recognition, ","IEEE Trans Pattern Analysis and Machine Intelligence"
"106","1","106","S Lee","S Song"," A New Recurrent Neural-Network Architecture for Visual Pattern Recognition, ","IEEE Trans Neural Networks"
"107","1","107","S Lee","S Song"," A New Recurrent Neural Network Architecture for Pattern Recognition, ","Proc th International Conference Pattern Recognition"
"108","1","108","S Lee","S Kim"," A New Type of Recurrent Neural Network for Handwritten Character Recognition, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"109","1","109","S Lee",""," Wearable Machine Vision Technologies for the Visually Impaired, ","Proc st Asian Conference Vision Hayama"
"110","1","110","S Lee",""," Noisy Hangul Character Recognition Fuzzy Tree Classifier, ","Proc SPIE The International Society for Optical Engineering Electronic Imaging Science and Technology Conference Machine Vision Applications Character Recognition and Industrial Inspection San Jose"
"111","1","111","S Lee","","Integrated segmentation and recognition of connected handwritten characters with recurrent neural network ","ICDAR International Conference Document Analysis"
"112","1","112","S Lee",""," Integrated Segmentation and Recognition of Connected Handwritten Characters Recurrent Neural Network, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"113","1","113","S Lee","S Kim"," Integrated Segmentation and Recognition of Connected and Degraded Handwritten Numerals, ","Proc International Workshop Computer Vision Technology Seoul Korea"
"114","1","114","S Lee","S Kim"," Integrated Segmentation and Recognition of Handwritten Numerals Cascade Neural Networks, ","IEEE Trans Systems Man and Cybernetics"
"115","1","115","S Lee","S Park"," Performance Evaluation of Nonlinear Shape Normalization Methods for the Recognition of Large-set Handwritten Characters, ","Proc International Conference Document Analysis and Recognition Tsukuba"
"116","1","116","S Lee","S Suen"," Performance Evaluation of Skeletonization Algorithms for Document Image Processing, ","Proc st International Conference Document Analysis and Recognition Saint Malo"
"117","1","117","S Lee","S Ryu"," Parameter-Free Geometric Document Layout Analysis, ","IEEE Trans Pattern Analysis and Machine Intelligence"
"118","1","118","S Lee","","Principles of Pattern Recognition, I, II,","Hongneung Science Publisher Seoul"
"119","1","119","S Lee","S Song"," Optimal Design of Reference Model for Large-set Handwritten Character Recognition, ","Pattern Recognition"
"120","1","120","S Lee","S Song"," Optimal Design of Reference Models Using Simulated Annealing Combined an Improved LVQ , ","Proc International Conference Document Analysis and Recognition Tsukuba"
"121","1","121","S Lee","S Eds","Pattern Recognition Support Vector Machines,","Lecture Notes Computer Science Springer Verlag ISBN X"
"122","1","122","S Lee","S Kim"," Recognizing Hand-Drawn Symbols in Engineering Drawings, ","Proc rd International Conference Applications of Artificial Intelligence Engineering"
"123","1","123","S Lee","S Jung"," Real-Time Implementation of Face Recognition Algorithms on DSP Chip, ","Audio and Video based Biometric Person Authentication Lecture Notes Computer Science"
"124","1","124","S Lee",""," Oriental Character Recognition, ","Pattern Recognition"
"125","1","125","S Lee","S Wang"," Oriental Document Analysis and Recognition Techniques, ","International Journal of Pattern Recognition and Artificial Intelligence"
"126","1","126","S Lee",""," Slant Estimation and Correction for Off-line Hangul Script Using Hough Transform, ","Proc International Conference Computer Processing of Oriental Languages"
"127","1","127","S Lee","S Verri"," Support Vector Machines for Computer Vision and Pattern Recognition, ","International Journal of Pattern Recognition and Artificial Intelligence"
"128","1","128","S Lee","S Suen"," A Systematic Evaluation of Skeletonization Algorithms, ","International Journal of Pattern Recognition and Artificial Intelligence"
"129","1","129","S Lee",""," A Systematic Evaluation of Skeletonization Algorithms for Pattern Recognition, ","Proc First Korea Joint Conference Computer Vision Daejon Korea"
"130","1","130","S Lee",""," Automatic Generation of Structured Hyperdocuments from Document Images, ","Pattern Recognition"
"131","1","131","S Lee",""," Automatic Generation of Structured Hyperdocuments from Multi-Column Document Images, ","Proc th Int Conf Pattern Recognition IV Barcelona"
"132","1","132","S Lee","M Lee"," Automatic Video Parsing Using Shot Boundary Detection and Camera Operation Analysis, ","Pattern Recognition"
"133","1","133","S Lee","S Kim"," Automatic Verification of Seal Imprints Using Attributed Stroke Graph Matching, ","Proc IEEE International Conference Computer Processing of Chinese and Oriental Languages"
"134","1","134","S Lee","S Kim"," Automatic Entity Verification by Seal Imprint, ","International Journal of Computer Processing of Chinese and Oriental Languages"
"135","1","135","S Lee","S Groen"," Translation-, Rotation-, and Scale-Invariant Recognition of Hand-Drawn Symbols in Schematic Diagrams, ","International Journal of Pattern Recognition and Artificial Intelligence"
"136","1","136","S Lee","S Tang"," Translation-, Scale-, and Rotation-invariant Recognition of Hangul Characters Transformation Ring Projection, ","Proc st International Conference Document Analysis and Recognition Saint Malo"
"137","1","137","S Lee","S Kim"," Attributed Stroke Graph Matching for Seal Imprint Verification, ","Pattern Recognition Letters"
"138","1","138","S Lee",""," Structure Analysis of Low Resolution Fax Cover Pages, ","Document Analysis Systems Lecture Notes Computer Science"
"139","1","139","S Lee","S Network","IEEE Transactions on Pattern Analysis and Machine Intelligence",""
"140","1","140","S Lee",""," A -D HMM Method for Off-line Handwritten Character Recognition, ","International Journal of Pattern Recognition and Artificial Intelligence"
"141","1","141","S Lee",""," Adaptive Nonlinear Pattern Matching Method for Off-line Recognition of Handwritten Characters, ","Proc th International Workshop Frontiers Handwritten Recognition Taipei Oec"
"142","1","142","S Lee",""," Adaptive Nonlinear Shape Matching for Unconstrained Handwritten Character Recognition, ","Pattern Recognition"
"143","1","143","S Lee",""," Off-line Recognition of Large-Set Handwritten Characters Multiple Hidden Markov Models, ","Pattern Recognition"
"144","1","144","S Lee",""," Off-line Recognition of Large-Set Handwritten Hangul Hidden Markov Models, ","Proc rd International Workshop Frontiers Handwriting Recognition"
"145","1","145","S Lee","S Park","Fast Distance Computation with a Stereo Head-Eye System ","Biologically Motivated Computer Vision"
"146","1","146","S Lee",""," Fast Distance Computation a Stereo Head-Eye System, ","Biologically Motivated Computer Vision Lecture Notes Computer Science"
"147","1","147","S Lee",""," Glasses Removal from Facial Image using Recursive PCA Reconstruction, ","Audio and Video based Biometric Person Authentication Lecture Notes Computer Science"
"148","1","148","S Lee",""," Gray-scale Handwritten Character Recognition Based on Principal Features, ","Proc SPIE The International Society for Optical Engineering Conference Document Recognition"
"149","1","149","S Lee",""," Hidden Markov Mesh Random Field: Theory and Its Application to Handwritten Character Recognition, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"150","1","150","S Lee","H Lee"," Large-set Handwritten Character Recognition Multiple Stochastic Models, ","Proc International Conference Document Analysis and Recognition Tsukuba"
"151","1","151","S Lee",""," Multiple People Tracking Based on Temporal Color Feature, ","International Journal of Pattern Recognition and Artificial Intelligence"
"152","1","152","S Lee",""," Extraction of Camera Motion Parameters Optical Flows, ","Proc International Conference Optical Communications and Multimedia Kwangju Korea"
"153","1","153","S Lee",""," An HMMRF-based Statistical Approach for Off-line Handwritten Character Recognition, ","Proc th International Conference Pattern Recognition"
"154","1","154","S Lee",""," On-Line Recognition of Cursive Chinese Characters Elastic Matching, ","Proc Pacific Rim International Conference Artificial Intelligence Seoul Korea"
"155","1","155","S Lee",""," A New Method for Automatic Handwriting Quality Measurement, ","Proc th International Workshop Frontiers Handwriting Recognition The"
"156","1","156","S Lee",""," A New Methodology for Off-line Handwritten Character Recognition Using a Truly -D Statistical Model, ","Proc th International Workshop Frontiers Handwriting Recognition Colchester England"
"157","1","157","S Lee",""," Resolution Enhancement of Facial Image Based on Top-down Learning, ","Proc of ACM SIGMM"
"158","1","158","S Lee",""," A Self-Organizing Hierarchical Classifier for Multi-lingual Large-set Oriental Character Recognition, ","International Journal of Pattern Recognition and Artificial Intelligence"
"159","1","159","S Lee",""," A Synthesis Procedure for Associative Memories Based on Space-Varying Cellular Neural Networks, ","Neural Networks"
"160","1","160","S Lee",""," Automatic Quality Measurement of Gray-Scale Handwriting Based on Extended Average Entropy, ","Proc th International Conference Pattern Recognition IV Barcelona"
"161","1","161","S Lee",""," A Truly -D Hidden Markov Model for Off-line Handwritten Character Recognition, ","Pattern Recognition"
"162","1","162","S Lee",""," Finding Input Symbol Representations for Neural Networks, ","Proc th International Conference Neural Information Processing II Taejon Korea"
"163","1","163","S Lee",""," A Hybrid Neural System for Phonematic Transformation, ","Proc th International Conference Pattern Recognition I Barcelona"
"164","1","164","S Lee","S Recognition","IJDAR",""
"165","1","165","S Lee",""," Multiple People Tracking Using an Appearance Model Based on Temporal Color, ","Proc th International Conference Pattern Recognition IV Barcelona"
"166","1","166","S Lee",""," Multiple People Tracking Using an Appearance Model Based on Temporal Color, ","Biologically Motivated Computer Vision Lecture Notes Computer Science"
"167","1","167","S Lee","S Roh","Multiple People Tracking Using a Appearance Model Based on Temporal Color ","Biologically Motivated Computer Vision"
"168","1","168","S Lee","S Ryu","Parameter-Free Geometric Document Layout Analysis ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"169","1","169","S Lee",""," Parameter-independent Geometric Document Layout Analysis, ","Proc th International Conference Pattern Recognition IV Barcelona"
"170","1","170","S Lee","S Shyu; J Liu; L Tu; W Lin; Y Tang","Offline Recognition of Chinese Handwriting by Multifeature and Multilevel Classification ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"171","1","171","S Lee","S Sin; S Kim","Character Spotting Using Image-Based Stochastic Models ","ICDAR International Conference Document Analysis"
"172","1","172","S Lee","S Sin; H Park; J Moon","A -D HMM Method for Offline Handwritten Character Recognition ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence"
"173","1","173","S Lee",""," LVQ Combined Simulated Annealing for Optimal Design of Large-set Reference Models, ","Neural Networks"
"174","1","174","S Lee","S Song; H Park","A Self-Organizing Hierarchical Classifier for Multi-Lingual Large-Set Oriental Character Recognition ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence"
"175","1","175","S Lee",""," A Self-Organizing Neural Tree for Large-set Pattern Classification, ","IEEE Trans Neural Networks"
"176","1","176","S Lee",""," A Self-Organizing Neural Tree for Large-set Pattern Classification, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"177","1","177","S Lee","S Suen; L Lam","A Systematic Evaluation of Skeletonization Algorithms ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence"
"178","1","178","S Lee","C Lee"," Thinning algorithms for Oriental character recognition, ","Proc International Conference Computer Processing of Chinese and Oriental Languages Taipei"
"179","1","179","S Lee","S Suen; L Lam","Thinning Methodologies - A Comprehensive Survey ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"180","1","180","S Lee","S Shyu"," Offline Recognition of Chinese Handwriting by Multifeature and Multilevel Classification, ","IEEE Trans Pattern Analysis and Machine Intelligence Np"
"181","1","181","S Lee",""," VLSI Implementation for HVRI Algorithm in Pattern Recognition, ","Proc International Conference Document Analysis and Recognition Tsukuba"
"182","1","182","S Lee","S Suen"," VLSI Architecture for Pattern Recognition Based on Algorithm-array Mapping, ","Proc Pacific Rim International Conference Artificial Intelligence Seoul Korea"
"183","1","183","S Lee","S Suen"," An approximation of perspective image using bilinear model, ","Proc International Conference Signal Processing Beijing"
"184","1","184","S Lee","S Suen"," Automatic Document Processing: A Survey, ","Pattern Recognition"
"185","1","185","S Lee","S Suen"," Automatic Knowledge Acquisition from Form Documents, ","Proc Pacific Rim International Conference Artificial Intelligence Seoul Korea"
"186","1","186","S Lee","S Verri","Editorial: Support Vector Machines for Computer Vision and Pattern Recognition ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence"
"187","1","187","S Lee","S Xi","Face Detection Based on Support Vector Machines ","SVM Support Vector Machine"
"188","1","188","S Lee",""," Face Detection and Facial Component Extraction by Wavelet Decomposition and Support Vector Machines, ","Audio and Video based Biometric Person Authentication Lecture Notes Computer Science"
"189","1","189","S Lee",""," Face Detection and Facial Feature Extraction Using Support Vector Machines, ","Proc th International Conference Pattern Recognition City"
"190","1","190","S Lee",""," Facial Component Extraction and Face Recognition Support Vector Machines, ","Proc th International Conference Automatic Face and Gesture Recognition D C"
"191","1","191","S Lee",""," Extraction of Reference Lines and Items from Form Document Images, ","Pattern Recognition"
"192","1","192","S Lee","S Tang"," A Novel Method for Discriminating Between Oriental and European Languages by Fractal Features, ","Proc th International Conference Document Analysis and Recognition Bangalore"
"193","1","193","S Lee","S Xi","Reference Line Extraction from Form Documents with Complicated Backgrounds ","ICDAR International Conference Document Analysis"
"194","1","194","S Lee",""," Support Vector Machines for Face Detection, ","Pattern Recognition Support Vector Machines Lecture Notes Computer Science"
"195","1","195","S Lee",""," Table Structure Extraction from Form Documents based on Gradient Wavelet Scheme, ","Document Analysis Systems Lecture Notes Computer Science"
"196","1","196","S Lee",""," Automatic Pedestrian Detection and Tracking for Real-time Video Surveillance, ","Audio and Video based Biometric Person Authentication Lecture Notes Computer Science"
"197","1","197","S Lee","S Kim"," Faxed Image Restoration Using Kalman Filtering, ","Proc rd International Conference Document Analysis and Recognition Montreal"
"198","2","1","S Lee","D Lee; D Han; H Park; H Yang; Y Park","A Practical Approach Defeating Blackmailing ","ACISP Australasian Conference Information Security and Privacy"
"199","2","2","S Lee","H Yoo; J Lim; M Sung; O Yi; S Hong","A Proposal of a New Public Key Cryptosystem Using Matrices over a Ring ","ACISP Australasian Conference Information Security and Privacy"
"200","2","3","S Lee","D Hong; J Sung","Key Recovery Attacks on the RMAC, TMAC, and IACBC ","ACISP Australasian Conference Information Security and Privacy"
