"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"21","1","21","J Smith","J Cantin; M Lipasti","The complexity of verifying memory coherence ","SPAA ACM Symposium Parallel Algorithms and Architectures"
"22","1","22","J Smith","J Dhodapkar","Dynamic Microarchitecture Adaptation via Co-Designed Virtual Machines"," International Solid State Circuits Conference"
"23","1","23","J Smith","J Dhodapkar","Managing Multi-Configuration Hardware via Dynamic Working Set Analysis ","ISCA International Symposium Computer Architecture"
"24","1","24","J Smith","J Dhodapkar; G Cai","Integrated Performance, Power, and Thermal Modeling ","Journal of Circuits Systems and Computers"
"25","1","25","J Smith","J Dhodapkar","Saving and Restoring Implementation Contexts with co-Designed Virtual Machines","Workshop Complexity Effective Design Gothenburg"
"26","1","26","J Smith","J Espasa; M Valero","Vector Architectures, Past, Present, Future"," International Conference Supercomputing"
"27","1","27","J Smith","J Espasa; M Valero","Out of Order Vector Architectures"," th Int Symp Microarchitecture"
"28","1","28","J Smith","J Faanes; L Kontothanassis; M Scott; R Sugumar","Cache performance in vector supercomputers ","Supercomputing"
"29","1","29","J Smith","J Faanes; R Sugumar","Vector instruction set support for conditional operations ","ISCA International Symposium Computer Architecture"
"30","1","30","J Smith","J Gonz&aacute;lez; J Jos&eacute; G Gonz&aacute;lez; J Arag&oacute;n","Dual path instruction processing ","ICS International Conference Supercomputing"
"31","1","31","J Smith","J Gonz&aacute;lez; R Canal","Very low power pipelines using significance compression ","MICRO International Symposium Microarchitecture"
"32","1","32","J Smith","J Goodman","Instruction Cache Replacement Policies and Organizations ","IEEE Trans Computers"
"33","1","33","J Smith","J Goodman","A Study of Instruction Cache Organizations and Replacement Policies","ISCA International Symposium Computer Architecture"
"34","1","34","J Smith","J Gopal; T Vijaykumar; G Sohi","Speculative Versioning Cache","Fourth Int Symp High Performance Computer Architecture"
"35","1","35","J Smith","J Heil","Concurrent Garbage Collection using Hardware Assisted Profiling","International Symposium Memory Management"
"36","1","36","J Smith","J Heil; Z Smith","Improving Branch Predictors by Correlating on Data Values ","MICRO International Symposium Microarchitecture"
"37","1","37","J Smith","J Heil","Relational Profiling: Enabling Thread-Level Parallelism in Virtual Machines"," rd Int Symp Microarchitecture"
"38","1","38","J Smith","J Heil","Selective Dual Path Execution","ECE Tech Report"
"39","1","39","J Smith","J Holt","Diagnosis of Systems with Asymmetric Invalidation ","IEEE Trans Computers"
"40","1","40","J Smith","J Holt","Self-Diagnosis in Distributed Systems ","IEEE Trans Computers"
"41","1","41","J Smith","J Hsiung; W Hsu","Future general purpose supercomputer architectures ","Supercomputing"
"42","1","42","J Smith","J Hsu","Performance of Cached DRAM Organizations in Vector Supercomputers ","ISCA International Symposium Computer Architecture"
"43","1","43","J Smith","J Hsu","A Performance Study of Instruction Cache Prefetching Methods ","IEEE Trans Computers"
"44","1","44","J Smith","J Hsu","Prefetching in Supercomputer Instruction Caches ","Supercomputing"
"45","1","45","J Smith","A Huang; A Smith; B Wah; D Douglas; D DeGroot; H Stone; H Jordan; H Siegel; J Jamp; J Dennis; J Goodman; K Batcher; L Snyder; R Tuck; S Abraham; T Casavant; T Feng; W Bain; Y Patt","Report of the Purdue Workshop on Grand Challenges in Computer Architecture for the Support of High Performance Computing ","J Parallel Distrib Comput"
"46","1","46","J Smith","J Jacobsen; E Rotenberg","Assigning Confidence to Conditional Branch Predictions"," th Annual International Symposium Microarchitecture"
"47","1","47","J Smith","J Jacobson","Instruction Pre-Processing in Trace Processors","Fifth Int Symp High Performance Computer Architecture"
"48","1","48","J Smith","J Jacobson; E Rotenberg","Path-Based Next Trace Prediction"," th Int Symp Microarchitecture"
"49","1","49","J Smith","J Jacobson","Trace Preconstruction","Proceedings of the th Annual International Symposium Computer Architecture"
"50","1","50","J Smith","J Jouppi; S Palacharla","Complexity-Effective Superscalar Processors ","ISCA International Symposium Computer Architecture"
"51","1","51","J Smith","J Kim","An Instruction Set and Microarchitecture for Instruction Level Distributed Processing ","ISCA International Symposium Computer Architecture"
"52","1","52","J Smith","J Kunkel","Pipelined Register-Storage Architectures ","ICPP International Conference Parallel Processing"
"53","1","53","J Smith","J Kunkel","Optimal Pipelining in Supercomputers ","ISCA International Symposium Computer Architecture"
"54","1","54","J Smith","J Lam","A Theory of Totally Self-Checking System Design ","IEEE Trans Computers"
"55","1","55","J Smith","J Lee","A Study of Partitioned Vector Register Files ","Supercomputing"
"56","1","56","J Smith","J Metze","Strongly Fault Secure Logic Networks ","IEEE Trans Computers"
"57","1","57","J Smith","J Nussbaum","Modeling Superscalar Processors via Statistical Simulation","PACT Parallel Computing Technologies International Conference Parallel Architectures and Compilation Techniques Barcelona"
"58","1","58","J Smith","J Nussbaum","Statistical Simulation of Symmetric Multiprocessor Systems ","Annual Simulation Symposium"
"59","1","59","J Smith","J Palacharla; N Jouppi","Complexity-Effective Superscalar Processors"," th Int Symp Computer Architecture"
"60","1","60","J Smith","J Palacharla","Decoupling integer execution in superscalar processors ","MICRO International Symposium Microarchitecture"
"61","1","61","J Smith","J Pang; S Weiss","A Simulation Study of Decoupled Architecture Computers ","IEEE Trans Computers"
"62","1","62","J Smith","J Pleszkun","Implementing Precise Interrupts in Pipelined Processors ","IEEE Trans Computers"
"63","1","63","J Smith","J Pleszkun","Implementation of Precise Interupts in Pipelined Processors "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints"
"64","1","64","J Smith","J Pleszkun","Implementation of Precise Interrupts in Pipelined Processors ","ISCA International Symposium Computer Architecture"
"65","1","65","J Smith","J Rotenberg","Control Independence in Trace Processors"," Int Symp Microarchitecture"
"66","1","66","J Smith","J Rotenberg; Q Jacobson","Path-Based Next Trace Prediction ","MICRO International Symposium Microarchitecture"
"67","1","67","J Smith","J Rotenberg; E Jacobsen","Assigning Confidence to Conditional Branch Predictions ","MICRO International Symposium Microarchitecture"
"68","1","68","J Smith","J Rotenberg; Q Jacobson","A Study of Control Independence in Superscalar Processors","Proceedings of the th Annual International Symposium High Performance Computer Architecture"
"69","1","69","J Smith","J Rotenberg; S Bennett","Trace Cache: A Low Latency Approach to High Bandwidth Instruction Fetching"," Annual International Symposium Microarchitecture"
"70","1","70","J Smith","J Rotenberg; S Bennett","A Trace Cache Microarchitecture and Evaluation ","IEEE Trans Computers"
"71","1","71","J Smith","J Rotenberg; Q Jacobson; Y Sazeides; Y Sazeides","Trace Processors"," th Int Symp Microarchitecture"
"72","1","72","J Smith","J Nussbaum","Modeling Superscalar Processors via Statistical Simulation ","IEEE PACT Parallel Computing Technologies"
"73","1","73","J Smith","J Sastry; R Bodik","Characterizing Coarse-Grained Reuse of Computation"," rd ACM Workshop Feedback Directed and Dynamic Optimization"
"74","1","74","J Smith","J Sastry; S Palacharla","Exploiting Idle Floating-Point Resources for Integer Execution"," ACM Conference Programming Language Design and Implementation"
"75","1","75","J Smith","J Sastry; R Bodik","Rapid Profiling via Stratified Sampling"," th Int Symposium Computer Architecture"
"76","1","76","J Smith","J Sazeides","Limits of Data Value Predictability ","International Journal of Parallel Programming"
"77","1","77","J Smith","J Sazeides","Modeling Program Predictability","Proceedings of the th International Symposium Computer Architecture"
"78","1","78","J Smith","J Sazeides","The Predictability of Data Values"," th Int Symp Microarchitecture"
"79","1","79","J Smith","J Sharma; Q Jacobson; S Bennett","Control Flow Speculation in Multiscalar Processors ","HPCA International Symposium High Performance Computer Architecture"
"80","1","80","J Smith","S Sastry; T Heil; T Bezenek","Achieving High Performance via Co-Designed Virtual Machines","International Workshop Innovative Architecture Maui High Performance Computer Center"
"81","1","81","J Smith","G Faanes; R Sugumar","Vector Instruction Set Support for Conditional Operations","Proceedings of the th Annual International Symposium Computer Architecture"
"82","1","82","J Smith","","Instruction Level Distributed Processing"," th International Conference High Performance Computing HiPC Bangalore"
"83","1","83","J Smith","J Sohi; J Goodman","Restricted Fetch&amp;Phi operations for parallel processing ","ICS International Conference Supercomputing"
"84","1","84","J Smith","J Sohi; S Gopal; T Vijaykumar","Speculative Versioning Cache ","HPCA International Symposium High Performance Computer Architecture"
"85","1","85","J Smith","J Sohi; S Gopal; T Vijaykumar","Speculative Versioning Cache ","IEEE Trans Parallel Distrib Syst"
"86","1","86","J Smith","J Vajapeyam","Trace Processors: Moving to Fourth-Generation Microarchitectures ","IEEE Computer"
"87","1","87","J Smith","J Valero; R Espasa","Vector Architectures: Past, Present and Future ","International Conference Supercomputing"
"88","1","88","J Smith","J Valero; R Espasa","Out-of-Order Vector Architectures ","MICRO International Symposium Microarchitecture"
"89","1","89","J Smith","J Vanderwarn; C Rozewski; D Fowler; G Dermer; J Laudon; K Scidmore; S Klinger","The ZS- Central Processor ","ASPLOS Architectural Support for Programming Languages and Operating Systems"
"90","1","90","J Smith","J Vassiliadis; Y Sazeides","The Performance Potential of Data Dependence Speculation &amp; Collapsing ","MICRO International Symposium Microarchitecture"
"91","1","91","J Smith","J Weiss","Instruction Issue Logic for Pipelined Supercomputers ","ISCA International Symposium Computer Architecture"
"92","1","92","J Smith","J Weiss","Instruction Issue Logic in Pipelined Supercomputers ","IEEE Trans Computers"
"93","1","93","J Smith","J Weiss","PowerPC and Alpha : A Tale of Two RISCs ","IEEE Computer"
"94","1","94","J Smith","J Weiss","A Study of Scalar Compilation Techniques for Pipelined Supercomputers ","ASPLOS Architectural Support for Programming Languages and Operating Systems"
"95","1","95","J Smith","J Weiss","A study of scalar compilation techniques for pipelined supercomputers ","ACM Trans Math Softw"
"96","3","1","J Smith","","VideoZoom Spatio-Temporal Video Browser ","IEEE Transactions Multimedia"
"97","3","2","J Smith","","Quantitative assessment of image retrieval effectiveness ","JASIST Journal of the American Society for Information Science"
"98","3","3","J Smith","","MPEG- Standard for Multimedia Databases ","SIGMOD International Conference Management of Data Conference"
"99","3","4","J Smith","","Interoperable Content-based Access of Multimedia in Digital Libraries invited talk ","DELOS Workshop Information Seeking Searching and Querying Digital Libraries"
"100","3","5","J Smith","","Towards Semantic Universal Multimedia Access ","VLBV Very Low Bitrate Video Coding"
"101","3","6","J Smith","J Adams; A Amir; C Dorai; S Ghosal; G Iyengar; A Jaimes; C Lang; C Lin; M Naphade; A Natsev; C Neti; H Nock; H Permuter; R Singh; S Srinivasan; B Tseng; A Varadarajuand; D Zhang","IBM Research TREC- Video Retrieval System,","Proc NIST Text Retrieval Conf TREC Text REtrieval Conference IEEE Meta Data Conference"
"102","3","7","J Smith","J Aho; D Radev; K McKeown; K Zaman; S Chang","Columbia Digital News Project: An Environment for Briefing and Search over Multimedia Information ","Int J Digital Libraries"
"103","3","8","J Smith","J Aho; D Radev; K McKeown; K Zaman; S Chang","Columbia Digital News System An Environment for Briefing and Search over Multimedia Information ","ADL Advances Digital Libraries"
"104","3","9","J Smith","J Aho; S Chang; K McKeown; D Radev; K Zaman","Columbia Digital News System An Environment for Briefing and Search over Multimedia Information,","Intl Journal Digital Libraries IJODL"
"105","3","10","J Smith","J Aho; S Chang; K McKeown; D Radev; K Zaman","Columbia Digital News System, Proc Intl Conf on the Advances in Digital Libraries ADL ,","DC"
"106","3","11","J Smith","J Amir; B Tseng; C Lin; D Ponceleon; G Iyengar; M Naphade; S Basu; S Srinivasan","Integrating Features, Models, and Semantics for TREC Video Retrieval ","TREC Text REtrieval Conference"
"107","3","12","J Smith","S Basu; M Naphade","A Statistical Modeling Approach to Content-based Video Retrieval,","Proc IAPR International Association for Pattern Recognition Intl Conf Pattern Recognition ICPR International Conference Pattern Recognition"
"108","3","13","J Smith","J Beek; T Ebrahimi; T Suzuki; J Askelof;"," Metadata-Driven Multimedia Access, ","IEEE Signal Processing Mag Special Issue Universal Multimedia Access"
"109","3","14","J Smith","J Beek","Navigation and Access of Multimedia Content,","MPEG Multimedia Content Description Language John Wiley Sons Inc Eds P Salembier B S Manjunath T Sikora"
"110","3","15","J Smith","J Benitez; S Paek; S Chang; A Puri; Q Huang; C Li; L Bergman; C Judice","Object-Based Multimedia Content Description Schemes and Applications for MPEG- ,","Image Communication Journal ICJ Invited Paper a Special Issue MPEG"
"111","3","16","J Smith","J Benitez","Conceptual Modeling of Audio-Visual Content ","IEEE International Conference Multimedia and Expo II"
"112","3","17","J Smith","J Benitez; M Beigi; S Chang","Visual Information Retrieval from Large Distributed Online Repositories ","Commun ACM"
"113","3","18","J Smith","J Benitez","MediaNet: A Multimedia Information Network for Knowledge Representation,","Proc SPIE The International Society for Optical Engineering Photonics East Internet Multimedia Management Systems"
"114","3","19","J Smith","J Benitez; S Chang","IMKA: a multimedia organization system combining perceptual and semantic knowledge ","ACM Multimedia"
"115","3","20","J Smith","J Benitez; S Chang","IMKA: Intelligent Multimedia Knowledge,","Proc ACM Intl Conf Multimedia ACM MM ACM Multimedia Conference Computer Animation"
"116","3","21","J Smith","J Benitez; D Zhong; S Chang","MPEG- MDS Content Description Tools and Applications,","Proc Intl Conf Computer Analysis of Images and Patterns CAIP Computer Analysis of Images and Patterns"
"117","3","22","J Smith","J Benitez","New Frontiers for Intelligent Content-based Retrieval,","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science and Technology Storage Retrieval for Image and Video Databases IX San Jose Computer Animation"
"118","3","23","J Smith","J Bergman; V Castelli; C Li; E Achuthan; Y Chang; M Hill; B Thompson; : imagery","Proc SPIE Photonics East: Multimedia Storage and Archiving Systems IV, Boston, MA, Sept , ",""
"119","3","24","J Smith","J Bergman; C Li","SPIRE: a Digital Library for Scientific Information,","Intl Journal of Digital Libraries Special Issue"
"120","3","25","J Smith","J Castelli; L Bergman; C Li; A Thomasian","Progressive Content-based Retrieval of Satellite Image Database through Internet,","IEEE Tyrrhenian Intl Workshop Digital Comm Ischia"
"121","3","26","J Smith","J Chang; D Anastassiou; A Eleftheriadis; J Meng; S Paek; S Pejhan","Development of Advanced Image/Video Servers in the Video on Demand Testbed,","Proc of IEEE Visual Signal Processing Communications Workshop New N J"
"122","3","27","J Smith","J Chang; L Bergman; C Li","Efficient multidimensional indexing structure for linear maximization queries,","Proc SPIE The International Society for Optical Engineering Photonics East Multimedia Storage and Archiving Systems IV"
"123","3","28","J Smith","J Chang; J Meng","Efficient Techniques for Feature-Based Image/Video Access and Manipulation,","Proc rd Annual Clinic Library Applications of Data Processing Digital Image Access and Retrieval"
"124","3","29","J Smith","J Chang","Joint adaptive space and frequency basis selection ","ICIP International Conference Image Processing"
"125","3","30","J Smith","J Chang; H Meng; L Wang; D Zhong;","Visual Query Project","D lib Magazine"
"126","3","31","J Smith","J Chang","Visually Searching the Web for Content ","IEEE MultiMedia"
"127","3","32","J Smith","J Chang; M Beigi; A Benitez","Visual Information Retrieval from Large Distributed Online Repositories,","Commun ACM"
"128","3","33","J Smith","J Chang","VisualSEEk: A Fully Automated Content-Based Image Query System ","ACM Multimedia"
"129","3","34","J Smith","J Chang","Quad-Tree Segmentation for Texture-Based Image Query ","ACM Multimedia"
"130","3","35","J Smith","J Chang; L Bergman; C Li","Query taxonomy of multimedia databases,","Proc SPIE The International Society for Optical Engineering Photonics East Multimedia Storage and Archiving Systems IV"
"131","3","36","J Smith","J Chang","Image and Video Search Engine for the World Wide Web ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering"
"132","3","37","J Smith","J Chang; H Meng","Exploring Image Functionalities in WWW Applications - Development of Image/Video Search and Editing Engines,","Proc IEEE Intl Conf Image Processing ICIP International Conference Image Processing Santa Barbara Computer Animation"
"133","3","38","J Smith","J Chang","Extracting Multi-Dimensional Signal Features for Content-Based Visual Query,","Proc SPIE The International Society for Optical Engineering Symp Visual Communications and Image Processing VCIP"
"134","3","39","J Smith","J Chang","Integrated Spatial and Feature Image Query ","Multimedia Syst"
"135","3","40","J Smith","J Chang; M Lo","Issues and Solutions for Storage, Retrieval, and Search of MPEG- Documents,","Proc SPIE The International Society for Optical Engineering Photonics East Internet Multimedia Management Systems"
"136","3","41","J Smith","J Chang; L Bergman; V Castelli; C Li; M Lo","The Onion Technique: indexing for linear optimization queries,","Proc ACM Intl Conf Management of Data SIGMOD International Conference Management of Data"
"137","3","42","J Smith","J Chang","Tools and Techniques for Color Image Retrieval ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering"
"138","3","43","J Smith","J Chang","Transform Features for Texture Classification and Discrimination in Large Image Databases ","ICIP International Conference Image Processing"
"139","3","44","J Smith","J Han; C Lin; B Tseng","Universal Tuner: A Video Streaming System for CPU/Power-Constrained Mobile Devices,","Proc ACM Intl Conf Multimedia ACM MM ACM Multimedia Conference Computer Animation"
"140","3","45","J Smith","J Han","Transcoding of Internet Multimedia for Universal Access,","Multimedia Communications Directions and Innovations Academic Press Eds J Gibson"
"141","3","46","J Smith","J Helal; L Lampath","UMA-based Wireless and Mobile Video Delivery Architecture,","Proc SPIE The International Society for Optical Engineering Photonics East Internet Multimedia Management Systems"
"142","3","47","J Smith","J Henderson; B Topol; C Li; R Mohan; I Computing; N Networking; S Jose; C CA; J Jan","",""
"143","3","48","J Smith","J Jaimes; B Tseng","Modal Keywords, Ontologies, and Reasoning for Video Understanding ","CIVR International Conference Image and Video Retrieval"
"144","3","49","J Smith","J Jaimes","Semi-Automatic,","Data Driven Construction of Multimedia Ontologies"
"145","3","50","J Smith","J Jhingran; C Li; V Castelli","Dynamic Assembly of Views in Data Cubes ","PODS Symposium Principles of Database Systems"
"146","3","51","J Smith","J Li; V Castelli","Combining Indexing and Learning in Iterative Refinement,","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science and Technology Storage Retrieval for Image and Video Databases VII San Jose Computer Animation"
"147","3","52","J Smith","J Li; V Castelli; L Bergman","Comparing Texture Feature Sets for Retrieving Core Images in Petroleum Applications,","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science and Technology Storage Retrieval for Image and Video Databases VII San Jose Computer Animation"
"148","3","53","J Smith","J Li; R Mohan","Content-based Transcoding of Images in the Internet ","ICIP International Conference Image Processing"
"149","3","54","J Smith","J Li","Adaptive Synthesis in Progressive Retrieval of Audio-Visual Data ","IEEE International Conference Multimedia and Expo I"
"150","3","55","J Smith","J Li; R Mohan","Adapting Content to Client Resources in the Internet ","ICMCS International Conference Multimedia Computing and Systems"
"151","3","56","J Smith","J Li; R Mohan","Adapting Multimedia Internet Content for Universal Access ","IEEE Transactions Multimedia"
"152","3","57","J Smith","J Li; Y Chang; L Bergman","Framework for efficient processing of content-based fuzzy Cartesian queries,","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science and Technology Storage Retrieval for Image and Video Databases San Jose Computer Animation"
"153","3","58","J Smith","J Li; L Bergman; Y Chang","Model-Based Multi-Modal Information Retrieval from Large Archives ","ICDCS International Conference Distributed Computing Systems Workshop of Knowledge Discovery and Data Mining the World Wide Web"
"154","3","59","J Smith","J Li; L Bergman; V Castelli; A Thomasian","Model-based mining of remotely senses data for environmental and public health applications,","Advances Biomedical Image Databases Kluwer Academic Publishers Eds S Wong"
"155","3","60","J Smith","J Li; R Mohan","Multimedia Content Description in the InfoPyramid,","Proc IEEE Intl Conf Acoustics Speech and Signal Processing ICASSP"
"156","3","61","J Smith","J Li","An Adaptive View Element Framework for Multi-Dimensional Data Management ","CIKM International Conference Information and Knowledge Management"
"157","3","62","J Smith","J Li; C Aggrarwal; M Campbell; Y Chang; G Glass; V Iyengar; M Joshi; C Lin; M Naphade; B Tseng; M Wang; K Wu; P Yu","EPI-SPIRE: A Bio-surveillance System for Environmental and Public Health Activity Monitoring,","Proc IEEE Intl Conf Multimedia and Expo ICME IEEE Meta Data Conference"
"158","3","63","J Smith","J Li; R Mohan","Scalable multimedia delivery for pervasive computing ","ACM Multimedia"
"159","3","64","J Smith","J Li; R Han; Y Chang","Secure Transcoding of Internet Content ","JCIS Joint Conference Information Sciences"
"160","3","65","J Smith","J Li; L Bergman; V Castelli","Sequential Processing for Content-Based Retrieval of Composite Objects ","Storage and Retrieval for Image and Video Databases SPIE The International Society for Optical Engineering"
"161","3","66","J Smith","J Li; L Bergman; V Castelli","SPIRE: a digital library for scientific information ","Int J Digital Libraries"
"162","3","67","J Smith","J Li; L Bergman; V Castelli","SPIRE: A Progressive Content-Based Spatial Image Retrieval Engine ","SIGMOD International Conference Management of Data Conference"
"163","3","68","J Smith","J Li; L Bergman; V Castelli","Search and Progressive Image Retrieval from Distributed Image/Video Databases: The SPIRE Project ","ECDL European Conference Digital Libraries"
"164","3","69","J Smith","J Li; Y Chang","Searching dynamically bundled goods with pairwise relations ","ACM Conference Electronic"
"165","3","70","J Smith","J Li; V Castelli;","S-STIR: Similarity Search Through Iterative Refinement,","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science and Technology Storage Retrieval for Image and Video Databases San Jose Computer Animation"
"166","3","71","J Smith","J Li; L Bergman; M Lo; V Castelli; Y Chang","The Onion Technique: Indexing for Linear Optimization Queries ","SIGMOD International Conference Management of Data Conference"
"167","3","72","J Smith","J Lin; B Tseng; M Naphade; A Natsev"," VideoAL: A end-to-end MPEG- video automatic labeling system, ","IEEE Intl Conf Image Processing ICIP International Conference Image Processing Barcelona ES"
"168","3","73","J Smith","J Lin; B Tseng","Improved Text Overlay Detection in Videos Using a Fusion-Based Classifier,","Proc IEEE Intl Conf Multimedia and Expo ICME IEEE Meta Data Conference"
"169","3","74","J Smith","J Meng; S Chang","Efficient Techniques for Feature-Based Image/Video Access and Manipulation ","Data Processing Clinic"
"170","3","75","J Smith","J Meng; S Chang","Exploring Image Functionalities in WWW Applications- Development of Image/Video Search and Editing Engines ","ICIP International Conference Image Processing"
"171","3","76","J Smith","J Mohan; C Li","Content Adaptation Framework: Bringing the Internet to Information Appliances,","Proc GLOBECOM"
"172","3","77","J Smith","J Mohan; C Li","Adapting Content to Client Resources in the Internet,","Proc IEEE Intl Conf Multimedia Comp Systems"
"173","3","78","J Smith","J Mohan; C Li","Adapting Multimedia Internet Content for Universal Access,","IEEE Trans Multimedia"
"174","3","79","J Smith","J Mohan; C Li","Multimedia Content Customization for Universal Acccess,","Proc SPIE The International Society for Optical Engineering Photonics East Multimedia Storage and Archiving Systems III"
"175","3","80","J Smith","J Naphade; A Jaimes; C Lin; A Natsev; B Tseng","A Framework for Moderate Vocabulary Semantic Visual Concept Detection,","Proc IEEE Intl Conf Multimedia and Expo ICME IEEE Meta Data Conference"
"176","3","81","J Smith","J Naphade","A Hybrid Framework for Detecting the Semantics of Concepts and Context ","CIVR International Conference Image and Video Retrieval"
"177","3","82","J Smith","J Naphade","Learning Visual Models of Semantic Concepts,","Proc IEEE Intl Conf Image Processing ICIP International Conference Image Processing Barcelona ES"
"178","3","83","J Smith","J Naphade","Learning Regional Semantic Concepts from Incomplete Annotations,","Proc IEEE Intl Conf Image Processing ICIP International Conference Image Processing Barcelona ES"
"179","3","84","J Smith","M Naphade; C Lin","Learning Semantic Multimedia Representations from a Small Set of Examples,","Proc IEEE Intl Conf Multimedia and Expo ICME Lausanne CH"
"180","3","85","J Smith","J Naphade; C Lin; B Tseng; S Basu;"," Learning to Annotate Video Databases, ","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science Technology Storage Retrieval for Image Video Databases X San Jose Computer Animation"
"181","3","86","J Smith","J Naphade; S Basu; C Lin; B Tseng","Modeling Semantic Concepts to Support Query by Keywords in Video,","Proc IEEE Intl Conf Image Processing ICIP International Conference Image Processing"
"182","3","87","J Smith","J Naphade; E Chang","Multimedia Semantics and Machine Learning,","IEEE Intl Conf Multimedia and Expo ICME IEEE Meta Data Conference"
"183","3","88","J Smith","J Naphade; S Basu","A Statistical Modeling Approach to Content-based Video Retrieval,","Proc IEEE Intl Conf Acoustics Speech and Signal Processing ICASSP Salt Lake City"
"184","3","89","J Smith","J Natsev; Y Chang; C Li; J Vitter;"," Constrained Querying of Multimedia Databases: Issues and Approaches, ","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science Technology Storage Retrieval for Image Video Databases IX San Jose Computer Animation"
"185","3","90","J Smith","J Natsev","Active Selection for Multi-Example Querying by Content,","Proc IEEE Intl Conf Multimedia and Expo"
"186","3","91","J Smith","J Natsev; M Naphade","Exploring Semantic Dependencies for Scalable Concept Detection,","Proc IEEE Intl Conf Image Processing ICIP International Conference Image Processing Barcelona ES"
"187","3","92","J Smith","J Smith;Natsev; Y Chang; J Vitter","Supporting Incremental Join Queries on Ranked Inputs,","Proc Intl Conf Very Large Database Conf VLDB Very Large Data Bases IT"
"188","3","93","J Smith","J Natsev; B Tseng; C Neti; C Lin; H Nock; M Naphade; W Adams","User-trainable video annotation using multimodal cues ","SIGIR Research and Development Information Retrieval"
"189","3","94","J Smith","J Natsev","A Study on Image Retrieval by Anchoring,","Proc IEEE Intl Conf Multimedia and Expo ICME Lausanne CH"
"190","3","95","J Smith","J Paek","Detecting Image Purpose in World-Wide Web Documents,","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Science and Technology Document Recognition San Jose Computer Animation"
"191","3","96","J Smith","","Proc NSF Workshop in Multimedia Content-Based Indexing and Retrieval, Paris, FR, Oct , ",""
"192","3","97","J Smith","J Rogowitz; T Frese; C Bouman","Perceptual Image Similarity,","Proc IS T SPIE The International Society for Optical Engineering Symp Electronic Imaging Human Vision and Electronic Imaging III San Jose Computer Animation"
"193","3","98","J Smith","J Salembier","Overview of MPEG- Multimedia Description Schemes,","MPEG Multimedia Content Description Language John Wiley Sons Inc Eds P Salembier B S Manjunath T Sikora"
"194","3","99","J Smith","J Salembier","MPEG- Multimedia Description Schemes,","IEEE Trans Circuits and Systems for Video Technology"
