"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"38","2","13","M Brown","M S Brown;W Wong","Laser Pointer Interaction For Camera-Registered Multi-Projector Displays,","IEEE International Conference Image Processing"
"39","2","14","M Brown","M S Brown;W B Seales","Image Restoration of Arbitrarily Warped Documents"," IEEE Transactions PAMI under review"
"40","2","15","M Brown","M S Brown;W B Seales","Incorporating Geometric Registration with PC-Cluster Rendering for Flexible Tiled Displays"," International Journal of Image and Graphics"
"41","2","16","M Brown","M S Brown;D Tsoi","Undistorting Imaged Print Materials Using Boundary Information"," Asian Conference Computer Vision under review"
"42","2","17","M Brown","M S Brown;W B Seales","A Practical and Flexible Tiled Display System,","IEEE Pacific Graphics"
"43","2","18","M Brown","E Elsayed;M S Brown","Cooperative Stereo: Combining Edge-Based and Area-Based Stereo,","IEEE Aerospace Conference Snow Mass"
"44","2","19","M Brown","Henry Fuchs ; Ruigang Yang ; W Brent Seales","Geometrically correct imagery for teleconferencing ","ACM Multimedia"
"45","2","20","M Brown","David Gotz ; Herman Towles ; Justin Hensley ; Ruigang Yang","PixelFlex: A Reconfigurable Multi-Projector Display System ","IEEE Visualization"
"46","2","21","M Brown","Christopher O Jaynes ; Stephen B Webb ; W Brent Seales","Building large-format displays for digital libraries ","Commun ACM"
"47","2","22","M Brown","C O Jaynes;S B Webb;W B Seales;M S Brown;R W Steel","Dynamic Shadow Removal from Front Projection Display,","IEEE Visualization"
"48","2","23","M Brown","Christopher O Jaynes ; R Matt Steele ; Stephen B Webb ; W Brent Seale","Dynamic Shadow Removal from Front Projection Displays ","IEEE Visualization"
"49","2","24","M Brown","S Michael","Building Large Format Displays"," EUROGRAPHICS Organizer Aditi Majumder UC"
"50","2","25","M Brown","S Michael","Digital Libraries"," Multimedia Information Retrieval and Management"
"51","2","26","M Brown","S Michael","Large-Scale Displays for the Masses: Recent Techniques for Building Affordable and Flexible Tiled Displays"," SIGGRAPH Special Interest Group Computer Graphs Organizer Aditi Majumder UC"
"52","2","27","M Brown","R Raskar;M S Brown","Seamless Camera-Registered Multi-Projector Display over Irregular Surfaces,","IEEE Visualization San Francisco"
"53","2","28","M Brown","W Brent Seales","Beyond D images: effective D imaging for library materials ","ACM DL Digital Libraries"
"54","2","29","M Brown","W Brent Seales","Document Restoration Using D Shape: A General Deskewing Algorithm for Arbitrarily Warped Documents ","ICCV International Conference Computer Vision"
"55","2","30","M Brown","W B Seales;C J Yuan;M S Brown","Efficient Content Extraction In Compressed Images,","IEEE Workshop Content Based Access of Image and Video Libraries Part of Computer Vision and Pattern Recognition CVPR Computer Vision and Pattern RecognitioN San Juan Puerto Rico"
"56","2","31","M Brown","W Brent Seales","Fast Stereo Matching in Compressed Video ","ACCV Asian Conference Computer Vision"
"57","2","32","M Brown","W Brent Seales","A Practical and Flexible Tiled Display System ","Pacific Conference Computer Graphics and Applications"
"58","2","33","M Brown","W Brent Seales","The digital atheneum: new approaches for preserving, restoring and analyzing damaged manuscripts ","JCDL ACM IEEE Joint Conference Digital Libraries"
"59","2","34","M Brown","Desmond Tsoi","Correcting Common Distortions in Camera-Imaged Library Materials ","JCDL ACM IEEE Joint Conference Digital Libraries"
"60","2","35","M Brown","Y -C Tsoi;M S Brown","Video Cosmetics: Computer-aided removal of blemishes from Video"," IEEE Transactions Image Processing under review"
"61","2","36","M Brown","D Tsoi;M S Brown","Removal of Dynamic Blemishes from Video,","Asian Conference Computer Vision"
"62","2","37","M Brown","Greg Welch ; Henry Fuchs ; Herman Towles ; Ramesh Raskar ; Ruigang Yang ; W Brent Seales ; Wei-Chao Chen","Multi-Projector Displays Using Camera-Based Registration ","IEEE Visualization"
"63","2","38","M Brown","Greg Welch ; Henry Fuchs ; Herman Towles ; Ramesh Raskar","Projected Imagery in Your Office of the Future ","IEEE Computer Graphics and Applications"
"64","2","39","M Brown","G Welch;H Fuchs;R Raskar;M S Brown;H Towles","Projected Imagery In Your Office in the Future,","IEEE Computer Graphics and Applications"
"65","2","40","M Brown","R Yang;M S Brown;W B Seales;H Fuchs","Geometrically Correct Imagery for Teleconferencing,","ACM Multimedia st"
"66","2","41","M Brown","R Yang;M S Brown","PixelFlex: A Reconfigurable, Multi-projector Display System,","IEEE Visualization"
"67","3","1","M Brown","","A Memory Model for Case Retrieval by Activation:","PhD thesis"
"68","3","2","M Brown","","Incorporating Similarity Measures into Case Retrieval Using Analogue Marker Passing ","ECAI European Conference Artificial Intelligence"
"69","3","3","M Brown","","An Underlying Memory Model to Support Case Retrieval ","EWCBR"
"70","3","4","M Brown"," N Filer","Case Retrieval Must Use Massive Parallelism?:","Proc of Expert Systems UK RESEARCH AND DEVELOPMENT EXPERT SYSTEMS XI"
"71","3","5","M Brown"," Z Moosa; N Filer","A Knowledge Based Support for Use of Complex CAD Tools:","Proc of Expert Systems UK APPLICATIONS AND INNOVATIONS EXPERT SYSTEMS II"
"72","3","6","M Brown","Gloria Dabiri ; Maria Aretoulaki ; Matthias Nitzsche","A User-Sensitive Spoken Dialogue System Incorporating Emotional Responsiveness ","SETN Hellenic Conference Artificial Intelligence"
"73","3","7","M Brown","Nick Filer","Beauty vs the Beast: The Case Against Massively Parallel Retrieval ","UK Workshop Case Based Reasoning"
"74","3","8","M Brown","N Filer; Z Moosa; ","Integrating CAD Tools into a Framework Environment Using a Flexible and Adaptable Procedural Interface:","Proc IEEE EuroDAC Conference Grenoble"
"75","3","9","M Brown","Alan Flett ; Borys Omelayenko ; Dieter Fensel ; Ellen Schulten ; Guy Botquin ; Ying Ding","Product Data Integration in B B E-Commerce ","IEEE Intelligent Systems"
"76","3","10","M Brown","Ian Watson ; Nick Filer","Separating the Cases from the Data: Towards More Flexible Case-Based Reasoning ","ICCBR Case Based Reasoning and Development"
"77","3","11","M Brown","Dieter Wissmann ; Luo Xiao ; Stefan Jablonski","Hierarchical Concept Description and Learning for Information Extraction ","NLPRS Natural Language Processing Pacific Rim Symposium"
"78","3","12","M Brown","Dieter Wissmann ; Luo Xiao ; Stefan Jablonski","Information Extraction from HTML: Combining XML and Standard Techniques for IE from the Web ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems"
"79","3","13","M Brown","Dieter Wissmann ; Luo Xiao ; Stefan Jablonski","Where to Position the Precision in Knowledge Extraction from Text ","IEA Industrial and Engineering Applications AIE Artificial Intelligence and Expert Systems"
"80","4","1","M Brown"," Robert Endre Tarjan","A Representation for Linear Lists with Movable Fingers","STOC ACM Symposium Theory of Computing"
"81","4","2","M Brown"," ","The Complexity of Priority Queue Maintenance","STOC ACM Symposium Theory of Computing"
"82","4","3","M Brown"," Robert Endre Tarjan","A Fast Merging Algorithm ","J ACM"
"83","4","4","M Brown"," Robert Endre Tarjan","Design and Analysis of a Data Structure for Representing Sorted Lists ","SIAM Society for Industrial and Applied Mathematics J Comput"
"84","4","5","M Brown"," ","Implementation and Analysis of Binomial Queue Algorithms ","SIAM Society for Industrial and Applied Mathematics J Comput"
"85","4","6","M Brown"," ","A Partial Analysis of Random Height-Balanced Trees ","SIAM Society for Industrial and Applied Mathematics J Comput"
"86","4","7","M Brown"," ","A Storage Scheme for Height-Balanced Trees ","Inf Process Lett"
"87","4","8","M Brown"," ","Some Observations on Random - Trees ","Inf Process Lett"
"88","5","1","M Brown","G Bishop;W Bricken;F P Brooks","Research in Virtual Environments: Report of an NSF Workshop,","Computer Graphics"
"89","5","2","M Brown","B Czejdo","A Hypertext for Literate Programming,","Chapter Lecture Notes Computer Science Advances Computing and Information ICCI International Conference Computing and Information S G Akl F Fiala and W W Koczkodaj eds Springer Verlag New"
"90","5","3","M Brown","D Cordes","Literate Programming Applied to Conventional Software Design,","Structured Programming"
"91","5","4","M Brown","S B Childs","An Interactive Environment for Literate Programming,","Structured Progamming"
"92","5","5","M Brown","S Rogers","User identification via keystroke characteristics of typed names using neural networks,","International Journal of Man Machine Studies"
"93","5","6","M Brown","Bart Childs","An Interactive Environment for Literate Programming ","Structured Programming"
"94","5","7","M Brown","David Cordes","Literate Programming Applied to Conventional Software Design ","Structured Programming"
"95","5","8","M Brown","David Cordes","The Literate-Programming Paradigm ","IEEE Computer"
"96","5","9","M Brown","Bogdan D Czejdo","A Hypertext for Literate Programming ","ICCI International Conference Computing and Information"
"97","5","10","M Brown","G&uuml;rsel Serpen ; Jason Bechtel","Passphrase Authentication Based on Typing Style Through an Art Neural Network ","International Journal of Computational Intelligence and Applications"
"98","5","11","M Brown","Samuel Joe Rogers","User Identification via Keystroke Characteristics of Typed Names using Neural Networks ","International Journal of Man Machine Studies"
"99","5","12","M Brown","D P Yeager;M E Brown;D A Stanley","An Object-Oriented Software Library for Minerals Beneficiation and Separation Processes ","Fluid Particle Separation Journal"
"100","6","1","M Brown","Rafal Bogacz","Capacity of perirhinal cortex network for recognising frequently repeating stimuli ","Neurocomputing"
"101","6","2","M Brown","R Bogacz;M W Brown;C Giraud-Carrier","High capacity neural networks for familiarity discrimination","Proceedings of International Conference Artificial Neural Networks Edinburgh"
"102","6","3","M Brown","R Bogacz;M W Brown;C Giraud-Carrier","Model of familiarity discrimination in the perirhinal cortex","Journal of Computational Neuroscience"
"103","6","4","M Brown","M W Brown","Differential neuronal encoding of novelty, familiarity and recency in regions of the anterior temporal lobe","Neuropharmacology"
"104","6","5","M Brown","M W Brown","Differential neuronal responsiveness in primate perirhinal cortex and hippocampal formation during performance of a conditional visual discrimination task","European Journal of Neuroscience"
"105","6","6","M Brown","M W Brown;Z I Bashir","Evidence concerning how neurones of the perirhinal cortex may effect familiarity discrimination","Philosophical Transactions of the Royal Society B press"
"106","6","7","M Brown","M W Brown;J P Aggleton","Recognition Memory: What are the roles of the perirhinal cortex and hippocampus? Nature Reviews Neuroscience ; - ",""
"107","6","8","M Brown","M W Brown","Recognition memory: neuronal substrates of the judgement of prior occurrence","Progress Neurobiology"
"108","6","9","M Brown","K Cho;J P Aggleton;M W Brown;Z I Bashir","An experimental test of the role of postsynaptic calcium levels in determining synaptic strength using perirhinal cortex of rat","J Physiol"
"109","6","10","M Brown","Christophe G Giraud-Carrier ; Rafal Bogacz","A Familiarity Discrimination Algorithm Inspired by Computations of the Perirhinal Cortex ","Emergent Neural Computational Architectures Based Neuroscience"
"110","6","11","M Brown","Christophe G Giraud-Carrier ; Rafal Bogacz","Model of co-operation between recency, familiarity and novelty neurons in the perirhinal cortex ","Neurocomputing"
"111","6","12","M Brown","Christophe G Giraud-Carrier ; Rafal Bogacz","Model of Familiarity Discrimination in the Perirhinal Cortex ","Journal of Computational Neuroscience"
"112","6","13","M Brown","Christophe G Giraud-Carrier ; Rafal Bogacz","Emergence of Movement Sensitive Neurons' Properties by Learning a Sparse Code for Natural Moving Images ","NIPS Neural Information Processing Systems"
"113","6","14","M Brown","G Horn;A U Nicol;M W Brown","Tracking memory's trace","Proceedings of the National Academy of Sciences"
"114","6","15","M Brown","Cho K ;Kemp N ;Noel J ;Aggleton J ;Brown M W ;Bashir Z I ","A new form of long-term depression in the perirhinal cortex","Nature Neuroscience"
"115","6","16","M Brown","B McCaffery;K Cho;J P Aggleton;M W Brown;F Conquet;G L Collingridge;Z I Bashir","Pharmacological activation of mGlu receptors in the perirhinal cortex","Neuroscience"
"116","6","17","M Brown","A U Nicol;M W Brown;G Horn","Hippocampal neuronal activity and imprinting in the behaving domestic chick","European Journal of Neuroscience"
"117","6","18","M Brown","A U Nicol;M W Brown;G Horn","Neural encoding of subject-object distance in a visual recognition memory system","European Journal of Neuroscience"
"118","6","19","M Brown","A U Nicol;M W Brown;G Horn","Is neuronal encoding of subject-object distance dependent on learning? NeuroReport ; - ",""
"119","6","20","M Brown","S D Vann;M W Brown;J T Erichson;J P Aggleton","","Using Fos imaging the rat to reveal the anatomical extent of the disruptive effects of fornix lesions J Neurosci"
"120","6","21","M Brown","S D Vann;M W Brown;J T Erichsen;J P Aggleton","","Fos imaging reveals differential patterns of hippocampal and parahippocampal subfield activity response to different spatial memory tasks J Neurosci"
"121","6","22","M Brown","H Wan;J P Aggleton;M W Brown","Different contributions of the hippocampus and perirhinal cortex to recognition memory","Journal of Neuroscience"
"122","6","23","M Brown","Z Ziakopoulos;M W Brown;Z I Bashir","GABAB receptor mediated paired pulse depression in the perirhinal cortex in vitro","Eur J Neurosci"
"123","6","24","M Brown","Z Ziakopoulos;C W Tillett;M W Brown;Z I Bashir","Input- and layer- dependent synaptic plasticity in the rat perirhinal cortex in vitro","Neuroscience"
"124","7","1","M Brown"," Anders Krogh ; David Haussler ; I Saira Mian ; Kimmen Sj&ouml;lander ; Richard Hughey","Using Dirichlet Mixture Priors to Derive Hidden Markov Models for Protein Families ","ISMB Intelligent Systems for Molecular Biology"
"125","7","2","M Brown"," David Haussler ; I Saira Mian ; Rebecca C Underwood ; Yasubumi Sakakibara","Stochastic Context-Free Grammars for Modeling RN ","HICSS INTERNATIONAL CONFERENCE SYSTEM SCIENCES"
"126","7","3","M Brown"," David Haussler ; I Saira Mian ; Kimmen Sj&ouml;lander ; Rebecca C Underwood ; Richard Hughey ; Yasubumi Sakakibara","Recent Methods for RNA Modeling Using Stochastic Context-Free Grammars ","CPM Combinatorial Pattern Matching"
"127","7","4","M Brown"," Anders Krogh ; David Haussler ; I Saira Mian ; Kevin Karplus ; Kimmen Sj&ouml;lander ; Richard Hughey","Dirichlet mixtures: a method for improved detection of weak but significant protein sequence homology ","Computer Applications the Biosciences"
"128","8","1","M Brown"," Andrew E Johnson ; Jason Leigh ; Thomas A DeFanti","A Review of Tele-Immersive Applications in the CAVE Research Network ","VR Virtual Reality"
"129","8","2","M Brown"," Thomas A DeFanti","Visualization in Scientific Computing ","Advances Computers"
"130","8","3","M Brown"," Bruce H McCormick ; Thomas A DeFanti","Visualization: Expanding Scientific and Engineering Research Opportunities ","IEEE Computer"
"131","8","4","M Brown"," ","Blueprint for the future of high-performance networking:Introduction ","Commun ACM"
"132","9","1","M Brown"," Andreas M Kogelnik ; Douglas C Wallace ; Marie T Lott ; Shamkant B Navathe","MITOMAP: a human mitochondrial genome database ","Nucleic Acids Research"
"133","9","2","M Brown"," Andreas M Kogelnik ; Douglas C Wallace ; Marie T Lott ; Shamkant B Navathe","MITOMAP: an update on the status of the human mitochondrial genome database ","Nucleic Acids Research"
"134","9","3","M Brown"," Andreas M Kogelnik ; Douglas C Wallace ; Marie T Lott ; Shamkant B Navathe","MITOMAP: a human mitochondrial genome database-- update ","Nucleic Acids Research"
"135","10","1","M Brown"," Jianying Hu ; William Turin","Invariant Features for HMM Based On-Line Handwriting Recognition ","ICIAP"
"136","10","2","M Brown"," Amy S Rosenthal ; Jianying Hu","Combining High-Level Features with Sequential Local Features for On-Line Handwriting Recognition ","ICIAP"
"137","10","3","M Brown"," Jianying Hu ; William Turin","HMM Based On-Line Handwriting Recognition ","IEEE Transactions Pattern Analysis and Machine Intelligence"
"138","11","1","M Brown","Mary D Brown; Jared Stark; Yale N Patt","Select-Free Instruction Scheduling Logic,","Proceedings of the th ACM IEEE International Symposium Microarchitecture MICRO International Symposium Microarchitecture talk slides"
"139","11","2","M Brown","Mary D Brown ; Yale N Patt","Using Internal Redundant Representations and Limited Bypass to Support Pipelined Adders and Register Files,"," the Proceedings of the th IEEE International Symposium High Performance Computer Architecture HPCA International Symposium High Performance Computer Architecture talk slides"
"140","11","3","M Brown","Yale N Patt","Using Internal Redundant Representations and Limited Bypass to Support Pipelined Adders and Register Files ","HPCA International Symposium High Performance Computer Architecture"
"141","11","4","M Brown","Jared Stark; Mary D Brown; Yale N Patt","On Pipelining Dynamic Instruction Scheduling Logic,","Proceedings of the rd ACM IEEE International Symposium Microarchitecture MICRO International Symposium Microarchitecture"
"142","11","5","M Brown","Jared Stark ; Yale N Patt","Select-free instruction scheduling logic ","MICRO International Symposium Microarchitecture"
"143","12","1","M Brown","","Selecting Semantics for Use with Semantic Pruning of Linear Deductions ","Australian Joint Conference Artificial Intelligence"
"144","12","2","M Brown"," G Sutcliffe ","PTTP+GLiDeS: Guiding Linear Deductions with Semantics ","N Foo editor Advanced Topics Artificial Intelligence th Australian Joint Conference Artificial Intelligence AI Artificial Intelligence Sydney number Lecture Notes Artificial Intelligence pages Springer Verlag Heidelberg"
"145","12","3","M Brown"," G Sutcliffe ","PTTP+GLiDeS - Semantically Guided PTTP,","D McAllester editor Automated Deduction CADE Conference Automated Deduction th International Conference Automated Deduction Proceedings p number LNAI Springer Verlag New"
"146","12","4","M Brown"," G Sutcliffe ","PTTP+GLiDeS - Using Models to Guide Linear Deductions ","Baumgartner P Fermueller C Peltier N Zhang H Eds Proceedings of the CADE Conference Automated Deduction Workshop Model Computation Principles Algorithms Applications"
"147","12","5","M Brown"," G Sutcliffe ","System Description: PTTP+GLiDeS - Semantically Guided PTTP ","Technical Report School of Information Technology James Cook University"
"148","12","6","M Brown","","Selecting Semantics for Use with Semantic Pruning of Linear Deductions,","McKay Bob and Slaney J editor AI Artificial Intelligence Advances Artifical Intelligence th Australian Joint Intelligence Canberra Proceedings number LNAI Springer Verlag Heidelberg"
"149","12","7","M Brown","Geoff Sutcliffe","PTTP+GLiDeS: Guiding Linear Deductions with Semantics ","Australian Joint Conference Artificial Intelligence"
"150","12","8","M Brown","Geoff Sutcliffe","System Description: PTTP+GLiDes: Semantically Guided PTTP ","CADE Conference Automated Deduction"
"151","13","1","M Brown"," Saurav Chatterjee","Adaptive QoS Resource Management in Dynamic Environments ","ICMCS International Conference Multimedia Computing and Systems"
"152","13","2","M Brown"," Bikash Sabata ; Saurav Chatterjee","Adaptive QoS Support for Distributed, Java-Based Applications ","ISORC IEEE International symposium Object Oriented Real Time Distributed Computing"
"153","13","3","M Brown"," Madhu Sudan ; Nachum Shacham","Conducting a Multiparty Multimedia Session over ATM using Hierarchically Encoded Data ","ICC International Conference Communications"
