"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"40","1","40","M Miller","L BrankovicJ Plesnik;J Ryan;J Siran","Large graphs with small diameter: A voltage assignment approach,","Australasian Journal of Combinatorics"
"41","1","41","M Miller","L Brankovic;A FurcheG Wrightson","NewCash - Anonymous payments with receipts,","Proceedings of SICON"
"42","1","42","M Miller","L Brankovic","An application of combinatorics to the security of statistical databases,"," th Conference of the Austr Math Society Armidale requested for publication Australian Mathematical Society Gazette"
"43","1","43","M Miller","Ljiljana Brankovic ; Peter Horak","An Optimization Problem in Statistical Databases ","SIAM Society for Industrial and Applied Mathematics J Discrete Math"
"44","1","44","M Miller","L Brankovic;P Horak","An optimisation problem in statistical database security,","SIAM Society for Industrial and Applied Mathematics Journal Discrete Mathematics"
"45","1","45","M Miller","L BrankovicJ Siran","On range query usability of statistical databases,","Int J of Computer Mathematics Issue"
"46","1","46","M Miller","L BrankovicJ Plesnik;J Ryan;J Siran","A note on constructing large Cayley graphs of given degree and diameter by voltage assignment,","Electronic Journal of Combinatorics R"
"47","1","47","M Miller","L Brankovic","Introduction to Statistical Database Security, Special Issue,","Selected Topics of Cryptography and Information Security Communications of the CCISA"
"48","1","48","M Miller","L Brankovic","Open problems in the security of statistical databases,","Proceedings of AWOCA"
"49","1","49","M Miller","L Brankovic;P HorakA Rosa","Premature partial latin squares,","Ars Combinatoria"
"50","1","50","M Miller","L Brankovic;P HorakG Wrightson","Usability of compromise-free statistical databases,","Proceedings of the Ninth International Conference Scientific and Statistical Database Management"
"51","1","51","M Miller","L BrankovicJ Siran","Usability of k-commpromise-free statistical databases,","Proceedings of AWOCA Hunter Valley"
"52","1","52","M Miller","L Brankovic","Spectrum of premature partial latin squares,","Proceedings of AWOCA Perth"
"53","1","53","M Miller","L BrankovicJ Cooper","Utilising secret sharing for access to medical databases,","HICS Conference Adelaide"
"54","1","54","M Miller","L BrankovicJ Siran","Towards a practical auditing method for the prevention of statistical database compromise,","Seventh Australasian Database Conference Proceedings Australian Computer Science Communications"
"55","1","55","M Miller","E Chang;C Colman;W Ee","Comparison of Industry-Sited Projects and University-Sited Projects for Final Year Students,"," International Conference Software Engineering Research and Practice SERP Las Vegas"
"56","1","56","M Miller","Catherine Colman ; Elizabeth Chang ; Wan Ee","Comparison of Industry-Sited Projects and University-Sited Projects for Final Year Students ","Software Engineering Research and Practice"
"57","1","57","M Miller","E Dahlhaus;P Manuel","A characterisation of strongly chordal graphs,","Discrete Mathematics"
"58","1","58","M Miller","E DahlhausJ Ryan","Komplexitat von Eisenbahnrangierproblemen,","Kolloquium uber Kombinatorik Braunschweig"
"59","1","59","M Miller","E Dahlhaus;F ManneJ Ryan","Algorithms for combinatorial problems related to train marshalling,","Proceedings of AWOCA Hunter Valley"
"60","1","60","M Miller","E Dahlhaus;P Manuel","Maximum h-colorable subgraph problem in balanced graphs,","Information Processing Letters"
"61","1","61","M Miller","E Dahlhaus;P Manuel","Parallel algorithms for generalised clique transversal problems,","Ars Combinatoria"
"62","1","62","M Miller","Elias Dahlhaus ; Joseph F Ryan ; Peter Horak","The train marshalling problem ","Discrete Applied Mathematics"
"63","1","63","M Miller","Elias Dahlhaus ; Jan Kratochv&iacute;l ; Paul D Manuel","Transversal Partitioning in Balanced Hypergraphs ","Discrete Applied Mathematics"
"64","1","64","M Miller","E Dahlhaus;J KratochvilP Manuel","Transversal partitioning in balanced hypergraphs,","Proceedings of the Twente Workshop Graphs and Combinatorial Optimization Enschede The"
"65","1","65","M Miller","Anna Draganova ; Martin Sutton","Mod sum number of wheels ","Ars Comb"
"66","1","66","M Miller","P Eades;H ElGindy;M HoulesB Lenhart;D Rappaport;S Whitesides","Dominance drawing of bipartite graphs,","Proceedings of the Fifth Conference Computational Geometry"
"67","1","67","M Miller","P Eades;M Keil;P Manuel","Two dominating sets with minimum intersection in chordal graphs,","Nordic Journal of Computing"
"68","1","68","M Miller","Z Feng","Data integrity in relational databases,","Proceedings of th New Zealand Annual Computer Science Conference"
"69","1","69","M Miller","Z Feng;Y Jia","Null values in relational DBMS, in Databases in the 's B Srinivasan and J Zeleznikow ed ,","World Scientific"
"70","1","70","M Miller","Z Feng;Y Jia","Nulls in relational DBMS,","Proceedings DBIS Sydney"
"71","1","71","M Miller","Z Feng;Y Jia","An multivalued approach to relational DBMS,","Proceedings of the Far East Conference Future Databases Kyoto"
"72","1","72","M Miller","Z Feng;I Fris","An enhancement of domain integrity in relational database,","Proceedings of International Conference for Young Computer Scientists Beijing"
"73","1","73","M Miller","Z FengM Zhang","An intelligent database model,","Third International Conference for Young Computer Scientists Beijing"
"74","1","74","M Miller","Z Feng;H Dai","A proposal towards data integrity subsystem for relational databases,","Proceedings of Baltic International Conference Database Method Riga"
"75","1","75","M Miller","Fran&ccedil;ois Bertault","An Algorithm for Drawing Compound Graphs ","Graph Drawing"
"76","1","76","M Miller","Ivan Fris","Minimum Diameter of Diregular Digraphs of Degree ","Comput J"
"77","1","77","M Miller","P Horak;L Brankovic","Combinatorial problem in data security,","Discrete Applied Mathematics"
"78","1","78","M Miller","C IliopoulosB eds Smyth",""," th Australasian Workshop Combinatorial Algorithms Special Issue Int J of Computer Mathematics Issue"
"79","1","79","M Miller","Yingxian Jia ; Zhuopeng Feng","A Multivalued Approach to Handle Nulls in RDB ","Future Databases"
"80","1","80","M Miller","A V KelarevO Sokratova","Directed graphs and closure properties for languages,","Proceedings of AWOCA Bandung Indonesia"
"81","1","81","M Miller","Jan Kratochv&iacute;l ; Paul D Manuel","Generalized Domination in Chordal Graphs ","Nordic Journal of Computing"
"82","1","82","M Miller","J Kratochvil;P ManuelA Proskurowski","Disjoint and unfolding domination in graphs,","Australasian Journal of Combinatorics"
"83","1","83","M Miller","J Kratochvil;P Manuel","Generalized domination in chordal graphs,","Nordic Journal of Computing"
"84","1","84","M Miller","J KratochvilH N Nguyen","Sum graph labels - an upper bound and related problems,","Proceedings of AWOCA Bandung Indonesia"
"85","1","85","M Miller","Y LinC Rodger","Edge connectivity of cages,","Proceedings of AWOCA Bandung Indonesia"
"86","1","86","M Miller","Y Lin","Generalisations of directed Moore graphs,","Proceedings of AWOCA Frazer Island"
"87","1","87","M Miller","Y Lin","Vertex magic total labellings of complete graphs,","Bulletin of ICA"
"88","1","88","M Miller","Y LinR Simanjuntak;X Slamin","Magic and antimagic labelings of wheels,","Proceedings of AWOCA Hunter Valley"
"89","1","89","M Miller","Y Lin;X Slamin;M Baca","On $d$-antimagic labelings of prisms,","Ars Combin"
"90","1","90","M Miller","J A MacDougallX Slamin;W D Wallis","Vertex-magic total labelings of graphs,","Utilitas Math"
"91","1","91","M Miller","J A MacDougallW Wallis","Vertex-magic total labelings of wheels and related graphs,","Utilitas Math"
"92","1","92","M Miller","B D McKayJ Siran","A note on large graphs of diameter two and given maximum degree,","J Combinatorial Theory"
"93","1","93","M Miller","K eds Park","","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea"
"94","1","94","M Miller","H M Nguyen;X Slamin","Construction techniques for diregular and non-diregular large directed networks,","Proceedings of AWOCA Frazer Island"
"95","1","95","M Miller","J Siran","Digraphs of degree two which miss the Moore bound by two,","Discrete Mathematics"
"96","1","96","M Miller","C A Rodger;R Simanjuntak","Distance magic labelings of graphs,","Australasian J Combin"
"97","1","97","M Miller","J Ryan;X Slamin;W F Smyth","Labelling wheels for minimum sum number,","JCMCC"
"98","1","98","M Miller","J Gimbert;J Siran;X Slamin","Almost Moore digraphs are diregular,","Discrete Mathematics"
"99","1","99","M Miller","","A model of statistical database compromise incorporating supplementary knowledge, in Databases in the 's - , ",""
"100","1","100","M Miller","I Fris","Maximum order digraphs for diameter or degree , Pullman volume of Graphs and Matrices,","Lecture Notes Pure and Applied Mathematics"
"101","1","101","M Miller","C Rodger;R Simanjuntak","On distance magic graphs,","Proceedings of AWOCA Bandung Indonesia"
"102","1","102","M Miller","B Pascoe;I Roberts","An Expert System for security of statistical databases,","IJCAI International Joint Conference Artificial Intelligence Workshop Integrating Artificial Intelligence into Databases Sydney"
"103","1","103","M Miller","J Ryan;X Slamin","Integral sum numbers of cocktail party graphs and symmetric complete bipartite graphs,","Bulletin of ICA"
"104","1","104","M Miller","X Slamin","On the monotonicity of minimum diameter with respect to order and maximum out-degree,","Proceedings of COCOON Computing and Combinatorics Sydney Lecture Notes Computer Science D Z Du P Eades V Estivill Castro X Lin eds"
"105","1","105","M Miller","M Baca","Antimagic valuations of generalized Petersen graphs,","Australasian Journal of Combinatorics"
"106","1","106","M Miller","M Baca;Y Lin","On two conjectures concerning a,d -antimagic labeling of antiprisms,","JCMCC"
"107","1","107","M Miller","","Open problems in graph theory: Labelings and extremal graphs, Plenary Address in Combinatorics, Prosiding Komperensi Nasional X Matematika,","ITB Bandung Jurnal MIHMI"
"108","1","108","M Miller","J Ryan;X Slamin;K Sugeng;M Tuga","Open problems in exclusive sum graph labeling,","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea"
"109","1","109","M Miller","I Roberts;J Simpson","Application of symmetric chains to an optimization problem in the security of statistical databases,","Bulletin of ICA Volume"
"110","1","110","M Miller","J A MacDougall;X Slamin;W D Wallis","Problems in magic total labellings,","Proceedings of AWOCA Perth"
"111","1","111","M Miller","I Roberts;J Simpson","Prevention of relative compromise using Audit Expert,","Bulletin of ICA"
"112","1","112","M Miller","J Cooper","Security considerations for present and future medical databases,","re printed by the IMIA Yearbook of Medical Informatics"
"113","1","113","M Miller","J Cooper","Security considerations for present and future medical databases,","International Journal of Bio Medical Computing"
"114","1","114","M Miller","","Security issues in medical databases,","HIANSW Third Annual Conference Hunter Valley"
"115","1","115","M Miller","","Some open problems in optimal digraphs,","Tatra Mountains Mathematical Publications"
"116","1","116","M Miller","J Ryan;W F Smyth","The sum number of a disjoint union of graphs,","Proceedings of the Fourteenth Australasian Workshop Combinatorial Algorithms Seoul Korea"
"117","1","117","M Miller","J Ryan;W Smyth","The sum number of the cocktail party graph,","Bulletin of ICA"
"118","1","118","M Miller","J Gimbert;F Ruskey;J Ryan","Iterations of eccentric digraphs,","Proceedings of AWOCA Frazer Island"
"119","1","119","M Miller","S Morris;J Cooper;D Bomba;L BrankovicF Pacecho","Australian healthcare: a smart card for a clever country,","International Journal of Bio Medical Computing"
"120","1","120","M Miller","H NagamochiX Slamin","Bounds on the number of isolates in sum graph labeling,","Discrete Mathematics"
"121","1","121","M Miller","David Rappaport ; Hossam A ElGindy ; Michael E Houle ; Sue Whitesides ; William Lenhart","Dominance Drawings of Bipartite Graphs ","CCCG Canadian Conference Computational Geometry"
"122","1","122","M Miller","Alexander Rosa ; Ljiljana Brankovic ; Peter Horak","Premature partial latin squares ","Ars Comb"
"123","1","123","M Miller","Jennifer Seberry","Relative Compromise of Statistical Databases ","Australian Computer Journal"
"124","1","124","M Miller","R Simanjuntak","Largest planar digraphs of diameter two,","Proceedings of AWOCA Frazer Island"
"125","1","125","M Miller","R Simanjuntak","Survey of a,d -antimagic graph labelings, Prosiding Komperensi Nasional X Matematika, ITB Bandung, July ,","Jurnal MIHMI"
"126","1","126","M Miller","R SimanjuntakF Bertault","Two new a,d antimagic labelings,","Proceedings of AWOCA Hunter Valley"
"127","1","127","M Miller","Jozef Siran ; Ljiljana Brankovic","Towards a Practical Auditing Method for the Prevention of Statistical Database Compromise ","Australasian Database Conference"
"128","1","128","M Miller","X Slamin;M Baca;Y LinR Simanjuntak","Edge-magic total labelings of wheels, fans and friendship graphs,","Bulletin of ICA"
"129","1","129","M Miller","X Slamin","Diregularity of digraphs close to Moore bound, Prosiding Komperensi Nasional X Matematika,","ITB Bandung Jurnal MIHMI"
"130","1","130","M Miller","X Slamin;E T Baskoro","Diregularity of digraphs of out-degree three and order two less than Moore bound,","Proceedings of AWOCA Bandung Indonesia"
"131","1","131","M Miller","Slamin","On the Monotonicity of Minimum Diameter with Respect to Order and Maximum Out-Degree ","COCOON Computing and Combinatorics"
"132","1","132","M Miller","X Slamin","On two conjectures concerning vertex-magic total labeling of generalized Petersen graphs,","Bulletin of ICA"
"133","1","133","M Miller","X Slamin","Open problems in sum and integral sum graph labellings,","Proceedings of AWOCA"
"134","1","134","M Miller","X Slamin","Sum graph labelling and related problems,","Jurnal MIHMI"
"135","1","135","M Miller","K SugengM Baca"," a,d -edge-antimagic total labeling,","Indonesia Conference Computational Geometry and Graph Theory Bandung Indonesia"
"136","1","136","M Miller","K A Sugeng","Open problems in secret sharing,","Proceedings of AWOCA Frazer Island"
"137","1","137","M Miller","M SuttonJ Ryan;X Slamin","Connected graphs which are not mod sum graphs,","Discrete Mathematics"
"138","1","138","M Miller","M Sutton","Mod sum graph labelling of Hmn and Kn,","Australasian Journal of Combinatorics"
"139","1","139","M Miller","M Sutton;A Draganova","Mod sum number of wheels,","Ars Combinatoria"
"140","1","140","M Miller","M Sutton","On the sum number of wheels,","Discrete Mathematics"
"141","1","141","M Miller","M SuttonJ Ryan;X Slamin","Open problems in mod sum graphs,","Proceedings of AWOCA"
"142","1","142","M Miller","M Sutton","Using graph labellings to store linkages in relational databases,","Proceedings of AWOCA Hunter Valley"
"143","1","143","M Miller","W D Wallis;E T BaskoroX Slamin","Edge-magic total labelings,","Australasian Journal of Combinatorics"
"144","1","144","M Miller","Graham Wrightson ; Ljiljana Brankovic ; Peter Norak","Usability of Compromise-Free Statistical Databases","SSDBM Statistical and Scientific Database Management"
"145","2","1","M Miller","Y Amit;M I Miller","Large Deviations for Coding Markov Chains and Gibbs Random Fields,","IEEE Trans Inform Theory"
"146","2","2","M Miller","Y Amit;M I Miller","Large Deviations for the Asymptotics of Ziv-Lempel Codes for -D Gibbs Fields,","IEEE Trans Inform Theory"
"147","2","3","M Miller","M Bakircioglu;U Grenander;N Khaneja;M I Miller","Curve Matching on Brain Surfaces Using Frenet Distances,","Human Brain Mapping"
"148","2","4","M Miller","Muge Bakircioglu;Sarang Joshi;Michael I Miller","Landmark Matching on Brain Surfaces Via Large Deformation Diffeomorphisms on the Sphere,","Proceedings of the SPIE The International Society for Optical Engineering Medical Imaging"
"149","2","5","M Miller","M Bakircioglu;S Joshi;M I Miller","Landmark Matching on the Sphere Via Large Deformation Diffeomorphisms,","Proceedings of SPIE The International Society for Optical Engineering Medical Imaging Image Processing"
"150","2","6","M Miller","A Banerjee;Gary Christensen;John Haller;Sarang Joshi;Michael Miller;Marcus Raichle","Accommodating Anatomical Variability in Functional Imaging via Deformable Templates,","Proceedings of the th Annual Allerton Conference Communication Control and Computing University of at"
"151","2","7","M Miller","Ayananshu Banerjee ; Gary E Christensen ; John G Csernansky ; John W Haller ; Lei Wang ; Sarang C Joshi","Gaussian Random Fields on Sub-Manifolds for Characterizing Brain Surfaces ","IPMI Information Processing Medical Imaging"
"152","2","8","M Miller","A r Barker;C E Priebe;M I Miller;M Hosakari;J T Ratnanather;L Wang;M Gado;J C Morris;J C Csernansky","Statistical Testing on Labelled Cortical Depth Maps to Identify Dementia Progression,","Proceedings of Joint Statistical Meetings"
"153","2","9","M Miller","R C Barrett;A W McCarthy;M I Miller;R E Morley","Gaussian Convolutions on a Massively Parallel Processor,","Proc st Annu Conf Inform Sci and Syst"
"154","2","10","M Miller","M F Beg;G Bhanot;M I Miller;J T Ratnanather;R Walkup;L Younes","Computing Geodesic Distances on Anatomies,","NPACI All Hands Meeting UCSD Supercomputer Center"
"155","2","11","M Miller","M Faisal Beg;Michael I Miller;Alain Trouve;Laurent Younes","Computing Metrics via Geodesics on Flows of Diffeomorphisms,","International Journal of Computer Vision"
"156","2","12","M Miller","M Faisal Beg;Michael Miller;Alain Trouve;Laurent Younes","Computational Anatomy: Computing Metrics on Anatomical Shapes,"," IEEE Symposium Biomedical Imaging"
"157","2","13","M Miller","M Faisal Beg;Dmitry Bitouk;Michael I Miller;Laurent Younes","Metrics for Computational Anatomy and Image Analysis,","NPACI All Hands Meeting San Diego SuperComputing Center UCSD"
"158","2","14","M Miller","M F Beg;A Majethia;M Browne;T H Kaiser;M Martone;K F Wong;A B Massie;J Homer;J T Ratnanather;M I Miller","Enhancing tools to manipulate anatomical images: a step towards a deferated neuroscience image database,","NPACI All Hands Meeting San Diego Supercomputer Center Jolla Computer Animation"
"159","2","15","M Miller","L E Bergeron;A J Goldberg;S Y Kwon;M I Miller","A Robust Adaptive Transform Coder for Kb/s Speech Transmission,","Proc Intl Conf Acoust Speech Signal Process"
"160","2","16","M Miller","Dmitri Bitouk;Michael I Miller;Laurent younes","Clutter Metrics for ATR,","IEEE Transactions Pattern Analysis and Machine Intelligence"
"161","2","17","M Miller","Dmitri Bitouk;Ulf Grenander;Michael I Miller;Paritosh Tyagi","Fisher information in transported generator clutter models,","AeroSense Automatic Target Recognition XI SPIE The International Society for Optical Engineering Proceedings"
"162","2","18","M Miller","Dmitri Bitouk;Michael I Miller;Laurent Younes","Empirically generated Metric Spaces for ATR in Clutter,","Proceedings of the th Asilimor Conference signals Systems and Computers"
"163","2","19","M Miller","Levy Bucholz;Abed Marzouk;Henderson Michael Miller","A Patient Specific Deformable Brain Atlas Accounting for Structural Variability Between Individual Patients,","AANS"
"164","2","20","M Miller","Levy Bucholz;Schaewe Marzouk;Kurt Smith M I Miller;Abed Henderson","The Determination of an Ideal Pallidotomy Target By the Incorporation of Intraoperative Physiological Recordings Deformed Into a Patient Specific Brain Atlas,","AANS"
"165","2","21","M Miller","C S Butler;M I Miller","Maximum A-Posteriori Estimation for SPECT using Regularization Techniques on Massively-Parallel Computers,","IEEE Trans Med Imag"
"166","2","22","M Miller","C S Butler;M I Miller;T R Miller;J W Wallis","Massively Parallel Computers for -D Single-Photon-Emission Computed Tomography,","Phys Med Biol"
"167","2","23","M Miller","C Ceritoglu;D Bitouk;M I Miller;H A Schmitt","Asymptotic Performance in ATR in Infrared Images,","SPIE The International Society for Optical Engineering"
"168","2","24","M Miller","S C Chen;T J Schaewe;R S Teichman;M I Miller;S N Nadel;A S Green","Parallel Algorithms for Maximum-Likelihood Nuclear Magnetic Resonance Spectroscopy,","J Magn Reson Series A"
"169","2","25","M Miller","Gary Christensen;RD Rabbitt;MI Miller"," D Brain Mapping Using a Deformable Neuroanatomy,","Physics Med and Biol"
"170","2","26","M Miller","Gary Christensen;M I Miller;M W Vannier","A D Deformable Magnetic Resonance Textbook Based on Elasticity,","Proceedings of the American Association for Artificial Intelligence Symposium Applications of Computer Vision Medical Image Processing University"
"171","2","27","M Miller","G Christensen;R D Rabbitt;M I Miller","A Deformable Neuroanatomy Textbook Based On Viscous Fluid Mechanics,","Invited paper Prince and Runolfsson editors Proceedings of the Conference Information Sciences and Systems Johns University"
"172","2","28","M Miller","G E Christensen;J F Williamson;K S C Chao;M I Miller;F B So;M W Vannier","Deformable Anatomical Templates for Brachytherapy Treatment Planning in Radiotherapy of Cervical Cancer,","Vision Geometry eds R A Metter A Y Wu and L J Latecki SPIE The International Society for Optical Engineering"
"173","2","29","M Miller","G Christensen;Richard D Rabbitt;Michael I Miller","Deformable Templates Using Large Deformation Kinematics,","IEEE Transactions Image Processing"
"174","2","30","M Miller","Gary Christensen;M I Miller;Y Amit;U Grenander","Global Shape Models for Anatomical Structures,","Poor and Schwartz editors Proceedings of the th Conference Information Sciences and Systems University"
"175","2","31","M Miller","G E Christensen;S C Joshi;M I Miller","Volumetric Transformation of Brain Anatomy,","IEEE Transactions Medical Imaging"
"176","2","32","M Miller","Gary Christensen;Michael I Miller;Michael W Vannier;Ulf Grenander","Individualizing Neuroanatomical Atlases Using a Massively Parallel Computer,","IEEE Computer"
"177","2","33","M Miller","Gary E Christensen ; Michael Vannier ; Ulf Grenander","Individualizing Neuroanatomic Atlases Using a Massively Parallel Computer ","IEEE Computer"
"178","2","34","M Miller","G E Christensen;S C Joshi;M I Miller","Individualizing Anatomical Atlases of the Head,","Proc th Intl Conf Visualization Biomedical Computing"
"179","2","35","M Miller","Gary Christensen;M I Miller;J L Marsh;M W Vannier","Automatic Analysis of Medical Images Using a Deformable Textbook,",""
"180","2","36","M Miller","Gary Christensen;RD Rabbitt;MI Miller;SC Joshi;U Grenander;T Coogan;D Van Essen","Topological properties of smooth anatomic maps,","Y Bizais C Braillot and R Di Paola editors Information Processing Medical Imaging th International Conference Kluwer Academic Publishers"
"181","2","37","M Miller","M Cooper;Ulf Grenander;Michael Miller;Anuj Srivastava","Accommodating Geometric and Thermodynamic Variability For Forward-Looking Infrared Sensors,","Proc SPIE The International Society for Optical Engineering Algorithms for Synthetic Aperture Radar IV E Zelnio Ed"
"182","2","38","M Miller","M Cooper;A Srivastava;M I Miller","Quadratic Analysis of Information Measures for Object Recognition,","SPIE The International Society for Optical Engineering"
"183","2","39","M Miller","Matthew Cooper;Michael Miller","Information Gain in Object Recognition Via Sensor Fusion,","Proc of the Intl Conf Multisource Multisensor Information Fusion"
"184","2","40","M Miller","M Cooper;M I Miller","Information Measures for Object Recognition,","SPIE The International Society for Optical Engineering Conference Algorithms for Synthetic Aperture Radar Imagery V"
"185","2","41","M Miller","M Cooper;M I Miller","Information Measures for Object Recognition Accommodating Signature Variability,","IEEE Transactions Information Theory pages"
"186","2","42","M Miller","M Cooper;Aaron Lanterman;Sarang Joshi;Michael Miller","Representing The Variation of Thermodynamic State Via Principal Components Analysis,","Proc Third Workshop Conventional Weapon ATR U S Army Missile Command"
"187","2","43","M Miller","John G Csernanskuy;Lei Wang;Ph D ;Jeffrey Swank;Chin Chin Ting;j Philip Miller;Michael I Miller;John C Morris","Hippocampal Volume and shape Variation Predicts Cognitive Decline in Nondemented Elder Subjects,","World Congress"
"188","2","44","M Miller","John G Csernansky;Mathew K Schindler;N Reagan Splinter;Lei Wang;Mohktar Gado;Lynn D Selemon;Devna Rastogi-Cruz;Joel A Posener;Paul A Thompson;Michael I Miller","Abnormalities of Thalamic Volume and Shape in Schizophrenia,","American Journal of Psychiatry"
"189","2","45","M Miller","John G Csernansky;John W Haller;Ayanashu Banerjee;Lei Wang;Sarang C Joshi;Gary E Christensen;Mokhtar Gado;Michael W Vannier;Michael I Miller","A Comparison of the Hippocampus in Schizophrenia and Control Subjects using Automated Methods for Neuromorphometry,","Schizophrenia Research"
"190","2","46","M Miller","John G Csernansky;John W Haller;Ayanashu Banerjee;Lei Wang;Sarang C Joshi;Gary E Christensen;Mokhtar Gado;Michael W Vannier;Michael I Miller","A Comparison of the Hippocampus in Schizophrenia and Control Subjects Using Automated Methods for Neuromorphometry ,"," th Annual Meeting of the ACNP San Juan Puerto Rico"
"191","2","47","M Miller","John G Csernansky;Lei Wang;Sarang C Joshi;Mokhtar Gado;John G Morris;Michael I Miller","A Computerized Brain Mapping Method for Detailed Analyses of Neuroanatomical Shapes and Volumes,","International Journal of Psychopharmacology Suppl S"
