"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"23","1","23","Y Chen","","A Bottom-up Query Evaluation Method for Stratified Databases, in:","Proc of th Int Conf Data Engineering IEEE"
"24","1","24","Y Chen","K Aberer","Combining Pat-Trees and Signature Files for Query Evaluation in Document Databases,"," by th Int DEXA Database and Expert Systems Applications Conf Database and Expert Systems Application Springer Verlag"
"25","1","25","Y Chen","W Benn","Constructing Deduction-like Object-oriented Global Schemas,"," by XII Brazilian Symposium Database Systems Fortaleza CE"
"26","1","26","Y Chen","","Counting and Topological Order,","Journal of Computer Science and Technology Allerton Press"
"27","1","27","Y Chen","W Benn","Defining Rules for Schema Transformation,"," by th Int Conf Object Oriented Information Systems Springer Verlag"
"28","1","28","Y Chen","","Graph Traversal Method for Evaluating Logic Programs,"," to Int Journal Sience of Computer Programming"
"29","1","29","Y Chen","","Graph Traversal Method for Evaluating Linear Binary-chain Programs,"," by Science Sinica Science Press"
"30","1","30","Y Chen","","Graph Traversal and Binary-chain Programs,"," by IEEE Transaction Knowledege and Data Engineering pages"
"31","1","31","Y Chen","T Härder","Graph Traversal and Linear Binary-chain Programs,","ZRI Report University of Kaiserslautern"
"32","1","32","Y Chen","","Graph Traversal and Top-down Evaluation of Logic Queries,","Journal of Computer Science and Technology Allerton Press"
"33","1","33","Y Chen","","Evaluating Linear Binary Programs by Traversing Automaton Hierarchy,","Proc of th Int Workshop Deductive Databases and Logic Programming United Kingdom"
"34","1","34","Y Chen","","OLDTNF-based Evaluation Method for Handling Recursive Queries,"," by Science Sinica Science Press"
"35","1","35","Y Chen","T Härder","Eliminating Redundant Computation from RQA/FQI, in:","Proc ICIC Second Int Conf Data and Knowledge Engineering Theory and Application Hongkong IEEE"
"36","1","36","Y Chen","W Benn","Query Evaluation for Distributed Heterogeneous Relational Databases,","Proc of th Int Conf Cooperative Information Systems New IEEE"
"37","1","37","Y Chen","D Che;K Aberer","Query Relaxation and Evaluation Optimization in Biological Databases,"," by th Int Joint Conference Information Science Atlantic city IEEE"
"38","1","38","Y Chen","K Aberer","Layered Index Structures in Document Databases,"," by th Int Conf Information and Knowledge Management U S A ACM"
"39","1","39","Y Chen","","A Medical Expert System, in:","Proc of the first national conference Computer Technology Used Medicine Xiamen"
"40","1","40","Y Chen","","Magic Sets and Stratified Databases,","Int Journal of Intelligent Systems John Wiley Sons Ltd"
"41","1","41","Y Chen","","Magic Sets Revisited,","Journal of Computer Science and Technology Allerton Press"
"42","1","42","Y Chen","","Improving Han and Lee's Path Consistency Algorithm, in:","Proc of th International Conf Tools of Artificial Intelligence San Jose Computer Animation IEEE"
"43","1","43","Y Chen","T Härder","Improving RQA/FQI Recursive Query Algorithm, in:","Proc ISMM International Symposium Memory Management First Int Conf Information and Knowledge Management ACM"
"44","1","44","Y Chen","","Improving the Computational Complexity of Arc Consistency Algorithms,"," to Int Journal of Information Sciences"
"45","1","45","Y Chen","G Huck","On Document Storage and Query Evaluation Optimization,","Proc of th Information Resources Management Association Intl Conference"
"46","1","46","Y Chen","","A New Way to Speed-up Recursion in Relational Databases,","Proc of th Information Resources Management Association Intl Conference"
"47","1","47","Y Chen","W Benn","A New Assertion for Integrating OO Schemas,","A Workshop by Int CODAT"
"48","1","48","Y Chen","T Härder","An Optimal Graph Traversal Algorithm for Evaluating Linear Binary- chain Programs, in:","Proc CIKM International Conference Information and Knowledge Management the th Int Conf Information and Knowledge Management ACM"
"49","1","49","Y Chen","T Härder","An Optimal Top-down Evaluation Algorithm for Recursive Queries,","ZRI Report University of Kaiserslautern"
"50","1","50","Y Chen","","Integrating Graph Traversal into the Top-down Evaluation of Recursive Queries,","Int Journal of Logic Programming being under consideration subject to revision"
"51","1","51","Y Chen","W Benn","Integrating Heterogeneous OO Schemas,"," poster paper by th Int Conf Data Engineering Sydney IEEE"
"52","1","52","Y Chen","W Benn;","Integrating Heterogeneous OO Schemas; to IEEE Transaction on Knowledege;Data Engineering",""
"53","1","53","Y Chen","W Benn","Integrity Constraint Translation Problem in Federated Relational Databases, in:","Proc of the second Workshop Foederierte Datenbanken Dortmund"
"54","1","54","Y Chen","","On the Bottom-up Evaluation of Recursive Queries,","Int Journal of Intelligent Systems John Wiley Sons Ltd"
"55","1","55","Y Chen","","On the Computation of Recursion in Relational Databases,"," the book Effective Databases for Text Document Management ed S A Becker"
"56","1","56","Y Chen","D Che;K Aberer","On the Efficient Evaluation of Relaxed Queries in Biological Databases,"," by th Int Conf Information and Knowledge Management U S A ACM"
"57","1","57","Y Chen","G Huck","On the Evaluation of Path-Oriented Queries in Document Databases,","Lecture Notes Computer Science"
"58","1","58","Y Chen","W Benn","On the Query Optimization in Multidatabases, in:","Proc of the first Int Symposium Cooperative Database Systems for Advanced Applications CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications Kyoto World Scientific Press"
"59","1","59","Y Chen","W Benn","On the Query Transalation in Federated Relational Databases, in:","Proc of th Int DEXA Database and Expert Systems Applications Conf and Workshop Database and Expert Systems Application Zurich IEEE"
"60","1","60","Y Chen","W Benn","On the Query Treatment in Federated Systems,","Proc of th Int DEXA Database and Expert Systems Applications Conf Database and Expert Systems Application Toulouse Springer Verlag"
"61","1","61","Y Chen","","On the Integeration of Heterogeneous OO Schemas,"," by Int Journal of Information Science and Engineering pages"
"62","1","62","Y Chen","T Härder","On the Optimal Top-down Evaluation of Recursive Queries, in:","Proc of th Int DEXA Database and Expert Systems Applications Conf Database and Expert Systems Applications Springer Verlag"
"63","1","63","Y Chen","","On the Arc Consistency Problem,"," by Journal of Computer Science and Technology Allerton Press"
"64","1","64","Y Chen","","Application of Fuzzy Logic to the Computer-based Medical Diagnosis System,","Journal of the Technical Institute of Changsha"
"65","1","65","Y Chen","","Applying Tarjan's Algorithm to Evaluation of Logic Programs,","Proc of th Int Conf Computing and Information Winnipeg"
"66","1","66","Y Chen","","Processing of Recursive Rules in Knowledge-based Systems - Algorithms for Handling Recursive Rules and Negative Information and Performance Measurements,","Ph D thesis Computer Science Department University of Kaiserslautern"
"67","1","67","Y Chen","T Liu","Personal Web Space,"," by th Intl Workshop Multimedia Network Systems and Applications MNSA"
"68","1","68","Y Chen","G Huck","Path signature: A Way to Speed up Evaluation of Path-oriented Queries in Document Datbases,"," by st Int Conf Web Informtion Systems Engineering WISE Web Information Systems Engineering"
"69","1","69","Y Chen","","Arc Consistency Revisited,"," Int Journal Information Processing Letters"
"70","1","70","Y Chen","","A Recursive Inference Reasoning Algorithm,","Journal of Computer Research and Development"
"71","1","71","Y Chen","","Ordering Conjuctive Queries, in:","Proc of the Int Conference of Young Computer Scientists Beijing"
"72","1","72","Y Chen","W Benn","A Rule-based Strategy for Translating Relational Schemas into OO-Schemas, in:","Proc of first Int Symposium Cooperative Database Systems for Advanced Applications CODAS The Second International Symposium Cooperative Database Systems for Advanced Applications Kyoto World Scientific Press"
"73","1","73","Y Chen","W Benn","Rule-based technology for schema transformatioin, in:","Proc of Int Conf Cooperative Information Systems South Carolina IEEE"
"74","1","74","Y Chen","","A Reasoning Method of Computer-based Medical Diognosis System,","Journal of the Technical Institute of Changsha"
"75","1","75","Y Chen","","Research on Non-Linear Recursive Queries,"," by The th Symposium Computer Application Modern Science Technology Beijing"
"76","1","76","Y Chen","K Aberer","SGML DataBlade - A Document Database System, Int ","Symposium Database Application Non Traditional Environments Kyoto IEEE"
"77","1","77","Y Chen","","A Signature-based Indexing Method for Object-Oriented Databases,"," invited paper Intl Conf Advances Infrastructure for e Business e education e Science and e Medicine the Internet IEEE"
"78","1","78","Y Chen","","Signature File and Signature Tree,"," by Int Journal Information Processing Letters"
"79","1","79","Y Chen","","Speeding up the Counting Method by computing Heritage Functions in Topological Order,","Proc of first East European Symposium Advances Databases and Information Systems St Ptersburg ACM SIGMOD International Conference Management of Data"
"80","1","80","Y Chen","W Benn","A Systematic Method for Evaluating Queries in Federated Database Systems,","Technical Report CS Department of Computer Science TU Chemnitz Zwickau"
"81","1","81","Y Chen","","A Systematic Method for Query Evaluation in Distributed Heterogeneous Relational Databases,"," by IEICE Transaction Information and Systems World Scientific Press"
"82","1","82","Y Chen","W Benn","Tree Balance and Node AllA New Assertion for Integrating OO Schemas,ocation,","Proc of Int Database and Application Symposium Montreal IEEE"
"83","1","83","Y Chen","Graph Decomposition and Recursive Closures ","CAiSE Short Paper Proceedings",""
"84","1","84","Y Chen","A New Algorithm for Transitive Closures and Computation of Recursion in relational Databases ","IV",""
"85","1","85","Y Chen","A Bottom-up Query Evaluation Method for Stratified Databases ","ICDE",""
"86","1","86","Y Chen","On the Computation of Recursion in Relational Databases ","Effective Databases for Text &amp; Document Management",""
"87","1","87","Y Chen","Theo H&auml;rder","An Optimal Graph Traversal Algorithm for Evaluating Linear Binary-Chain Programs ","CIKM International Conference Information and Knowledge Management"
"88","1","88","Y Chen","Theo H&auml;rder","On the Optimal Top-down Evaluation of Recursive Queries ","DEXA Database and Expert Systems Applications"
"89","1","89","Y Chen","Evaluating Linear Binary Programs by Traversing Automaton Hierarchy ","DDLP",""
"90","1","90","Y Chen","Gerald Huck","Building Signature-Trees on Path Signatures in Document Databases ","Effective Databases for Text amp Document Management"
"91","1","91","Y Chen","Gerald Huck","On the Evaluation of Path-Oriented Queries in Document Databases ","DEXA Database and Expert Systems Applications"
"92","1","92","Y Chen","Ron McFadyen;F Chan","Mapping DTDs to Object-Oriented Schemas,","Proc of Int Conf Web Informtion Systems Engineering WISE Web Information Systems Engineering"
"93","1","93","Y Chen","Speeding up the Counting Method by Computing Heritage Functions in Topological Order ","ADBIS",""
"94","1","94","Y Chen","On the Graph Traversal and Linear Binary-Chain Programs ","IEEE Trans Knowl Data Eng ",""
"95","1","95","Y Chen","Arc Consistency Revisited ","Inf Process Lett ",""
"96","1","96","Y Chen","Signature files and signature trees ","Inf Process Lett ",""
"97","2","1","Y Chen","David G Belanger;Yih-Farn Chen;N Fildes;Balachander Krishnamurthy;Paul H Rank;K -P Vo"," Architecture Styles and Services: An Experiment Involving the Signal Operations Platforms-Provisioning Operations System "," AT T Technical Journal"
"98","2","2","Y Chen","Adam L Buchsbaum ; Anne Rogers ; Eleftherios Koutsofios ; Huale Huang ; John Mocenigo ; Michael Jankowsky ; Spiros Mancoridis","Visualizing and Analyzing Software Infrastructures ","IEEE Software"
"99","2","3","Y Chen","A BuchsbaumH Huang;E Koutsofios;J Mocenigo;A Rogers;M Jankowsky;S Mancoridis"," Visualizing and Analyzing Software Infrastructures "," IEEE Software"
"100","2","4","Y Chen","Di-Fa Chang ; Herman Chung-Hwa Rao ; Ming-Feng Chen","iMobile: An Agent-Based Platform for Mobile Services ","WWW World Wide Web Conference Series Posters"
"101","2","5","Y Chen","Di-Fa Chang ; Herman Chung-Hwa Rao ; Ming-Feng Chen","iMobile: a proxy-based platform for mobile services ","Wireless Internet"
"102","2","6","Y Chen","Yih-Farn Chen;Emden Gansner;Eleftherios Koutsofios"," A C++ Data Model Supporting Reachability Analysis and Dead Code Detection, ","IEEE Transactions Software Engineering"
"103","2","7","Y Chen","Yih-Farn Chen;Glenn S Fowler;Eleftherios Koutsofios;Ryan S Wallach"," Ciao: A Graphical Navigator for Software and Document Repositories, ","International Conference Software Maintenance pages Nice"
"104","2","8","Y Chen","Yih-Farn Chen"," Dagger: A Tool to Generate Program Graphs "," USENIX the Advanced Computing Systems Association Unix Applications Development Symposium pages Toronto"
"105","2","9","Y Chen","Yih-Farn Chen;Huale Huang;Bin Wei;Ming-Feng Chen;Herman Rao"," iMobile ME - A Light-weight Mobile Service Platform for Peer-to-Peer Mobile Computing "," Workshop Internet Technologies Applications and Societal Impact WITASI Workshop Internet Technologies Applications and Social Impact"
"106","2","10","Y Chen","Yih-Farn Chen;Huale Huang;Rittwik Jana;Trevor Jim;Matti Hiltunen;Radhakrishnan Muthumanickam;Sam John;Serban Jora;Bin Wei"," iMobile EE - An Enterprise Mobile Service Platform "," ACM Journal Wireless Networks Volume Issue"
"107","2","11","Y Chen","Yih-Farn Chen;Eleftherios Koutsofios"," WebCiao: A Website Visualization and Tracking System, ","Proceedings of WebNet Toronto"
"108","2","12","Y Chen","Yih-Farn Chen;Balachander Krishnamurthy;Kiem-Phong Vo"," An Objective Reuse Metric: Model and Methodology, ","Fifth European Software Engineering Conference Barcelona"
"109","2","13","Y Chen","Yih-Farn Chen;Glenn Fowler;David Korn;Eleftherios Koutsofios;Stephen North;David Rosenblum;Kiem-Phong Vo"," Intertool Connections, ","Practical Reusable UNIX Konzepte und Anwendungen Software edited by Balachander Krishnamurthy pages John Wiley Sons New"
"110","2","14","Y Chen","Yih-Farn Chen;Huale Huang;Rittwik Jana;Sam John;Serban Jora;Amy Reibman;Bin Wei"," Personalized Multimedia Services Using a Mobile Service Platform "," Wireless Communication and Networking Conference WCNC"
"111","2","15","Y Chen","Yih-Farn Chen"," Reverse Engineering, ","Practical Reusable UNIX Konzepte und Anwendungen Software edited by Balachander Krishnamurthy pages John Wiley Sons New"
"112","2","16","Y Chen","Y -F Chen;M Nishimoto;C Ramamoorthy"," The C Information Abstraction System "," IEEE Transactions Software Engineering pages"
"113","2","17","Y Chen","Yih-Farn Chen"," The C Program Database and Its Applications "," Summer USENIX the Advanced Computing Systems Association Conference"
"114","2","18","Y Chen","F Douglis;H Huang;K Vo"," TopBlend: An Efficient Implentation of HtmlDiff in Java "," Proceedings of the WebNet Conference San Antonio"
"115","2","19","Y Chen","Yih-Farn Chen;David Rosenblum;Kiem-Phong Vo"," TestTube: A System for Selective Regression Testing ","The th International Conference Software Engineering pages Sorrento"
"116","2","20","Y Chen","P Devanbu;Y-F Chen;E Gansner;H Muller;J Martin"," Chime: Customizable Hyperlink Insertion and Maintenance Engine for Software Engineering Environments "," Proceedings of the st International Conference Software Engineering Los Angeles"
"117","2","21","Y Chen","Fred Douglis;Tom Ball;Yih-Farn Chen;Eleftherios Koutsofios"," WebGUIDE: Querying and Navigating Changes in Web Repositories "," Proceedings of the Fifth International WWW World Wide Web Conference Series Conference"
"118","2","22","Y Chen","Fred Douglis;Thomas Ball;Yih-Farn Chen;Eleftherios Koutsofios"," The AT&T Internet Difference Engine: Tracking and Viewing Changes on the Web, ","World Wide Web Journal Baltzer Science Publishers"
"119","2","23","Y Chen","Fred Douglis ; Huale Huang ; Kiem-Pong Vo","TopBlend: An Efficient Implementation of HtmlDiff in Java ","WebNet"
"120","2","24","Y Chen","Richard N Ferri;Raghavan N Pratiwadi;Lynn M Rivera;Mohammed Shakir;John J Snyder;D W Thomas;Yih-Farn Chen;Glenn S Fowler;Balachander Krishnamurthy;Kiem-Phong Vo"," Software Reuse Metrics for an Industrial Project, ","Fourth International Symposium Software Metrics IEEE Metrics"
"121","2","25","Y Chen","Emden R Gansner ; Hausi A M&uuml;ller ; Johannes Martin ; Premkumar T Devanbu","CHIME: Customizable Hyperlink Insertion and Maintenance Engine for Software Engineering Environments ","ICSE International Conference Software Engineering"
"122","2","26","Y Chen","Emden R Gansner ; Jeffrey L Korn ; Spiros Mancoridis ; Timothy S Souder","REportal: A Web-Based Portal Site for Reverse Engineering ","WCRE Working Conference Reverse Engineering"
"123","2","27","Y Chen","Judith E Grass","The C++ Information Abstractor ","C Conference"
"124","2","28","Y Chen","J KornE Koutsofios"," Chava: Reverse Engineering and Tracking of Java Applets "," Proceedings of the Sixth Working Conference Reverse Engineering"
"125","2","29","Y Chen","Eleftherios Koutsofios ; Emden R Gansner","AC++ Data Model Supporting Reachability Analysis and Dead Code Detection ","IEEE Trans Software Eng"
"126","2","30","Y Chen","Eleftherios Koutsofios ; Glenn S Fowler ; Ryan S Wallach","Ciao: a graphical navigator for software and document repositories ","ICSM International Conference Software Maintenance"
"127","2","31","Y Chen","Eleftherios Koutsofios ; Jeffrey L Korn","Chava: Reverse Engineering and Tracking of Java Applets ","WCRE Working Conference Reverse Engineering"
"128","2","32","Y Chen","Eleftherios Koutsofios","WebCiao: A Website Visualization and Tracking System ","WebNet"
"129","2","33","Y Chen","Eleftherios Koutsofios ; Fred Douglis ; Thomas Ball","WebGUIDE: Querying and Navigating Changes in Web Repositories ","Computer Networks"
"130","2","34","Y Chen","Eleftherios Koutsofios","Website News: A Website Tracking and Visualization Service ","WebNet"
"131","2","35","Y Chen","Eleftherios Koutsofios ; Fred Douglis ; Thomas Ball","The AT&amp;T Internet Difference Engine: Tracking and Viewing Changes on the Web ","World Wide Web"
"132","2","36","Y Chen","Balachander Krishnamurthy ; Kiem-Phong Vo","An Objective Reuse Metric: Model and Methology ","ESEC European Software Engineering Conference"
"133","2","37","Y Chen","S Mancoridis;B S MitchellE Gansner "," Bunch: A Clustering Tool for the Incremental Maintenance of the Structure of Software Systems "," Proceedings of the"
"134","2","38","Y Chen","S Mancoridis;B S Mitchell;C Rorres;Y-F Chen;E Gansner "," Using Automatic Clustering to Produce High-Level System Organizations of Source Code "," Proceedings of the"
"135","2","39","Y Chen","Brian S Mitchell ; Emden R Gansner ; Spiros Mancoridis","Bunch: A Clustering Tool for the Recovery and Maintenance of Software System Structures ","ICSM International Conference Software Maintenance"
"136","2","40","Y Chen","Brian S Mitchell ; C Rorres ; Emden R Gansner ; Spiros Mancoridis","Using Automatic Clustering to Produce High-Level System Organizations of Source Code ","IWPC International Workshop Program Comprehension"
"137","2","41","Y Chen","Charles J Petrie","Guest Editors' Introduction: Ubiquitous Mobile Computing ","IEEE Internet Computing"
"138","2","42","Y Chen","C V Ramamoorthy ; Michael Y Nishimoto","The C Information Abstraction System ","IEEE Trans Software Eng"
"139","2","43","Y Chen","Herman Chung-Hwa Rao ; Huale Huang ; Ming-Feng Chen","iMobile ME - weight Mobile Service Platform for Peer-to-Peer Mobile Computing invited paper ","WITASI Workshop Internet Technologies Applications and Social Impact"
"140","2","44","Y Chen","H RaoD Chang;M Chen"," iMobile: A Proxy-based Platform for Mobile Services "," The First ACM Workshop Wireless Internet WMI"
"141","2","45","Y Chen","H RaoM Chen"," A Proxy-Based Web Archiving Service "," Middleware Symposium"
"142","2","46","Y Chen","Herman Chung-Hwa Rao ; Ming-Feng Chen","A Proxy-Based Personal Web Archiving Service ","Operating Systems Review"
"143","2","47","Y Chen","Herman Chung-Hwa Rao ; Josie Chang ; Ming-Feng Chen","A Proxy-Based Personal Portal ","WebNet"
"144","2","48","Y Chen","Herman Chung-Hwa Rao ; Josie Chang ; Ming-Feng Chen","iPROXY: A Programmable Proxy Server ","WebNet"
"145","2","49","Y Chen","David S Rosenblum ; Kiem-Phong Vo","TestTube: A System for Selective Regression Testing ","ICSE International Conference Software Engineering"
"146","2","50","Y Chen","Kiem-Phong Vo;Yih-Farn Chen"," Incl: A Tool to Analyze Include Files "," Summer USENIX the Advanced Computing Systems Association Conference"
"147","2","51","Y Chen","Bin Wei ; Huale Huang ; Matti A Hiltunen ; Radhakrishnan Muthumanickam ; Rittwik Jana ; Sam John ; Serban Jora ; Trevor Jim","iMobile EE - An Enterprise Mobile Service Platform ","Wireless Networks"
"148","3","1","Y Chen","Chiou-Jyu Chang ; Tong-Ying Juang ; Yu-Chee Tseng","Congestion-free, dilation- embedding of complete binary trees into star graphs ","Networks"
"149","3","2","Y Chen","Chih-Yung Chang ; Jang-Ping Sheu","Efficient Implementation of Barrier Synchronziation in Workhole Routed Hypercube Multicomputers ","J Parallel Distrib Comput"
"150","3","3","Y Chen","Chih-Yung Chang ; Jang-Ping Sheu","Fault-Tolerant Sorting Algorithm on Hypercube Multicomputers ","ICPP International Conference Parallel Processing"
"151","3","4","Y Chen","Chih-Yung Chang ; Jang-Ping Sheu","Fault-Tolerant Sorting Algorithm on Hypercube Multicomputers ","J Parallel Distrib Comput"
"152","3","5","Y Chen","Chih-Yung Chang;Yuh-Shyan Chen;Chun-Bo Kuo"," A Generalized Fault-Tolerant Sorting Algorithm on Product Networks, "," National Computer Symposium Workshop Parallel and Distributed Systems Tamkang Univ R O C III"
"153","3","6","Y Chen","Chih-Yung Chang;Yuh-Shyan Chen;Chun-Bo Kuo"," A Generalized Fault-Tolerant Sorting Algorithm on Product Networks, "," th Int l Conf Applications of High Performance Computers Engineering Maui"
"154","3","7","Y Chen","Yuh-Shyan Chen;Yuan-Chun Lin"," A Broadcast-VOD Protocol in an Integrated Wireless Mobile Network, ","Journal of Internet Technology"
"155","3","8","Y Chen","Yuh-Shyan Chen;Yuan-Chun Lin"," A Broadcast-VOD Protocol in an Integrated Wireless Mobile Network, "," International Computer Symposium Workshop Computer Networks Internet and Multimedia National Chung Cheng University"
"156","3","9","Y Chen","Yuh-Shyan Chen;Tong-Ying Juang;En-Huai Tseng"," Congestion-Free Embedding of Multiple Spanning Trees in an Arrangement Graph, ","International Conference Parallel and Distributed Systems ICPADS International Conference Parallel and Distributed Systems Tainan R O C"
"157","3","10","Y Chen","Yuh-Shyan Chen;Tong-Ying Juang;Ying-Ying Shen"," Congestion-Free Embedding of n-k Spanning Trees in an Arrangement Graph, ","Journal of Systems Architecture"
"158","3","11","Y Chen","Yuh-Shyan Chen;Tong-Ying Juang;Ying-Ying Shen"," Congestion-Free Embedding of n-k Spanning Trees in an Arrangement Graph, "," National Computer Symposium Workshop Parallel and Distributed Systems Tamkang Univ R O C III"
"159","3","12","Y Chen","Yuh-Shyan Chen;Tong-Ying Juang;En-Huai Tseng"," Efficient Broadcast in an Arrangement Graph Using Multiple Spanning Trees, ","IEICE Transactions Fundamentals of Electronic Communications and Computer Science E A"
"160","3","13","Y Chen","Yuh-Shyan Chen;En-Huai Tseng;Tong-Ying Juang"," Efficient Broadcast in an Arrangement Graph Using Multiple Spanning Trees, "," th Int l Conf Applications of High Performance Computers Engineering Maui"
"161","3","14","Y Chen","Yuh-Shyan Chen"," Efficient Multi-Node Broadcasting in an Arrangement Graph Using Multiple Spanning Trees, ","will be to Journal of Systems Architecture"
"162","3","15","Y Chen","Yuh-Shyan Chen;Jang-Ping Sheu"," A Fault-Tolerant Reconfiguration Scheme in the Faulty Star Graph, ","Journal of Information Science and Engineering"
"163","3","16","Y Chen","Yuh-Shyan Chen;Jang-Ping Sheu"," A Fault-Tolerant Reconfiguration Scheme in the Faulty Star Graph, ","Proceedings of the IEEE Second International Conference Algorithms Architectures for Parallel Processing ICA PP"
"164","3","17","Y Chen","Yuh-Shyan Chen;Jung-Yu Chien"," A Fast Code Assignment Strategy for W-CDMA Rotated-OVSF Tree Code-Locality Capability "," is to ICS International Conference Supercomputing International Computer Symposium National Dong Hwa University Hualien"
"165","3","18","Y Chen","Yuh-Shyan Chen;Chih-Yung Chang;Chun-Bo Kuo"," A Generalized Fault-Tolerant Sorting Algorithm on Product Networks, ","Journal of Systems Architecture Paper JSA S SCI Scalable Coherent Interface"
"166","3","19","Y Chen","Chih-Yung Chang Yuh-Shyan Chen;Chun-Bo Kuo"," A Generalized Fault-Tolerant Sorting Algorithm on Product Networks, ","Tamsui Journal of Mathematical Sciences"
"167","3","20","Y Chen","Yuh-Shyan Chen;Han-Gu Tsai"," A Hexagonal-Tree TDMA-Based QoS Multicasting for Wireless Mobile Ad-Hoc Networks, ","is to ICS International Conference Supercomputing International Computer Symposium National Dong Hwa University Hualien"
"168","3","21","Y Chen","Tzung-Shi Chen;Yuh-Shyan Chen;H -W Tsai"," A Hierarchy-Based Multicast Protocol for Wireless Ad-Hoc Networks, ","submit to Computer Networks"
"169","3","22","Y Chen","Tzung-Shi Chen;Yuh-Shyan Chen;Hua-Wen Tsai"," A Hierarchy-Based Multicast Protocol for Wireless Mobile Ad-Hoc Networks, ","Proceedings of IEEE ICON The th IEEE International Conference Networks"
"170","3","23","Y Chen","Yuh-Shyan Chen;Jang-Ping Sheu;Yu-Chee Tseng"," A Long-Ring Embedding Scheme in the Faulty Star Graph, ","Proceedings of the National Science Council R O C Part A Physical Science and Engineering"
"171","3","24","Y Chen","Yuh-Shyan Chen;Yu-Chee Tseng;Tong-Ying Juang;Chiou-Jyu Chang"," Embedding a Complete Binary Tree Dilation Two and Congestion Free in Star Graphs, ","Proceedings of the IEEE Third International Conference Algorithms Architectures for Parallel Processing ICA PP"
"172","3","25","Y Chen","Yuh-Shyan Chen;Michelle Tai-Chien Kao;Jang-Ping Sheu;Chao-Yu Chiang"," A Mobile Scaffolding-Aid-Based Bird-Watching Learning System, ","will be to Journal of Computer Assisted Learning SSCI Journal"
"173","3","26","Y Chen","Yuh-Shyan Chen;Michelle Tai-Chien Kao;Jang-Ping Sheu;Chao-Yu Chiang"," A Mobile Scaffolding-Aid-Based Bird-Watching Learning System, "," IEEE International Workshop Wireless and Technologies Education"
