"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"34","1","34","M Jones","Mark P Jones; Paul Hudak; Sebastian Shaumyan","Using Types to Parse Natural Language,","Proceedings of the Workshop Functional Programming Ullapool Scotland To be published the Springer Verlag Workshops Computer Science Series"
"35","1","35","M Jones","Mark P Jones","A system of constructor classes: overloading and implicit higher-order polymorphism,","FPCA Functional Programming Languages and Computer Architecture Conference Functional Programming Languages and Computer Architecture Copenhagen Appears extended form the Journal of Functional Programming University Press"
"36","1","36","M Jones","Mark P Jones","The implementation of the Gofer functional programming system,","Research Report YALEU DCS RR Yale University New Haven"
"37","1","37","M Jones","Mark P Jones","A theory of qualified types,","ESOP European Symposium Programming European Symposium Programming Rennes Springer Verlag Lecture Notes Computer Science"
"38","1","38","M Jones","Simon Peyton Jones; Mark Jones; Erik Meijer","Type classes: exploring the design space,","Proceedings of the Haskell Workshop The th"
"39","1","39","M Jones","Mark P Jones","Type Classes with Functional Dependencies,","Proceedings of the th European Symposium Programming ESOP European Symposium Programming Springer Verlag LNCS"
"40","1","40","M Jones","Mark P Jones","Typing Haskell in Haskell,","Proceedings of the Haskell Workshop Published Technical Report UU CS Department of Computer Science University of Utrecht"
"41","1","41","M Jones","Mark P Jones ","The Functions of Java Bytecode,","Proceedings of the OOPSLA Conference Object Oriented Programming Systems Languages and Applications workshop Formal Underpinnings of Java"
"42","1","42","M Jones","Sheng Liang; Paul Hudak; Mark P Jones","Monad Transformers and Modular Interpreters,","Conference Record of POPL Symposium Principles of Programming Languages ACM SIGPLAN Special Interest Group Programming Languages SIGACT Symposium Principles of Programming Languages San Francisco Computer Animation"
"43","1","43","M Jones","John Peterson","Implementing Type Classes ","PLDI Special Interest Group Programming Language Design and Implementation"
"44","1","44","M Jones","John Peterson; Mark P Jones","Implementing Type Classes,","Proceedings of ACM SIGPLAN Special Interest Group Programming Languages Symposium Programming Language Design and Implementation ACM SIGPLAN Special Interest Group Programming Languages"
"45","2","1","M Jones","","Consumer Real-Time Systems ","ACM Comput Surv"
"46","2","2","M Jones","","Adaptive Real-Time Resource Management Supporting Composition of Independently Authored Time-Critical Services ","Workshop Workstation Operating Systems"
"47","2","3","M Jones","","Adaptive Real-Time Resource Management Supporting Modular Composition of Digital Multimedia Services ","NOSSDAV Network and Operating System Support for Digital Audio and Video"
"48","2","4","M Jones","","Interposition Agents: Transparently Interposing User Code at the System Interface ","SOSP Symposium Operating Systems Principles"
"49","2","5","M Jones","","Interposition Agents: Transparently Interposing User Code at the System Interface ","Secure Internet Programming"
"50","2","6","M Jones","","A Toolkit for Interposing User Code at the System Interface Abstract ","Operating Systems Review"
"51","2","7","M Jones","Andrew Birrell ; Edward Wobber","A Simple and Efficient Implementation for Small Databases ","SOSP Symposium Operating Systems Principles"
"52","2","8","M Jones","William J Bolosky; Richard P Draves; Robert P Fitzgerald; Christopher W Fraser; Michael B Jones; Todd B Knoblock; Rick Rashid ","Operating System Directions for the Next Millennium ","Proceedings of the Sixth Workshop Hot Topics Operating Systems HotOS Cape Cod IEEE Computer Society"
"53","2","9","M Jones","William J Bolosky; Joseph S Barrera; III; Richard P Draves; Robert P Fitzgerald; Garth A Gibson; Michael B Jones; Steven P Levi; Nathan P Myhrvold; Richard F Rashid ","The Tiger Video Fileserver ","Proceedings of the Sixth International Workshop Network and Operating System Support for Digital Audio and Video NOSSDAV Network and Operating System Support for Digital Audio and Video Zushi IEEE Computer Society"
"54","2","10","M Jones","Luis Felipe Cabrera; Michael B Jones; Marvin Theimer ","Herald: Achieving a Global Event Notification Service ","Proceedings of the Eighth Workshop Hot Topics Operating Systems HotOS VIII Elmau IEEE Computer Society"
"55","2","11","M Jones","George M Candea; Michael B Jones ","Vassal: Loadable Scheduler Support for Multi-Policy Scheduling ","Proceedings of the Second USENIX the Advanced Computing Systems Association Windows Symposium pages Given best student paper award"
"56","2","12","M Jones","Christopher W Fraser ; Richard Draves ; Richard F Rashid ; Robert P Fitzgerald ; Todd B Knoblock ; William J Bolosky","Operating System Directions for the Next Millennium ","Workshop Hot Topics Operating Systems"
"57","2","13","M Jones","Michael B Jones; Daniela Rosu; Marcel-Catalin Rosu ","CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities ","Proceedings of the th ACM Symposium Operating Systems Principles Saint Malo pages"
"58","2","14","M Jones","Michael B Jones; John Regehr ","CPU Reservations and Time Constraints: Implementation Experience on Windows NT ","Proceedings of the Third USENIX the Advanced Computing Systems Association Windows Symposium pages"
"59","2","15","M Jones","Michael B Jones; Paul J Leach; Richard P Draves; Joseph S Barrera; III ","Modular Real-Time Resource Management in the Rialto Operating System ","Proceedings of the Fifth Workshop Hot Topics Operating Systems HotOS V Orcas Island pages IEEE Computer Society"
"60","2","16","M Jones","Michael B Jones; Joseph S Barrera III; Alessandro Forin; Paul J Leach; Daniela Rosu; Marcel-Catalin Rosu ","An Overview of the Rialto Real-Time Architecture ","Proceedings of the Seventh ACM SIGOPS European Workshop Connemara pages"
"61","2","17","M Jones","Michael B Jones; John Regehr ","Predictable Scheduling for Digital Audio ","Microsoft Research Technical Report MSR TR"
"62","2","18","M Jones","Michael B Jones; Stefan Saroiu ","Predictable Scheduling for a Soft Modem ","Microsoft Research Technical Report MSR TR"
"63","2","19","M Jones","Michael B Jones; Stefan Saroiu ","Predictability Requirements of a Soft Modem ","Proceedings of the ACM SIGMETRICS Measurement and Modeling of Computer Systems Conference Measurement and Modeling of Computer Systems"
"64","2","20","M Jones","Michael B Jones; John Regehr ","Issues in Using Commodity Operating Systems for Time-Dependent Tasks: Experiences from a Study of Windows NT ","Proceedings of the Eighth International Workshop Network and Operating Systems Support for Digital Audio and Video NOSSDAV Network and Operating System Support for Digital Audio and Video England"
"65","2","21","M Jones","Michael B Jones ; John Regehr ","The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ","Proceedings of the Seventh Workshop Hot Topics Operating Systems HotOS VII Rio Rico IEEE Computer Society"
"66","2","22","M Jones","Michael B Jones; John Regehr; Stefan Saroiu ","Two Case Studies in Predictable Application Scheduling Using Rialto/NT ","Proceedings of the Seventh Real Time Technology and Applications Symposium RTAS IEEE Real Time Technology and Applications Symposium Taipei"
"67","2","23","M Jones","Michael B Jones ","Bringing the C Libraries With Us into a Multi-Threaded Future ","Proceedings of the Winter Usenix Conference pages"
"68","2","24","M Jones","Michael B Jones ","Consumer Real-Time Systems and Applications ","Invited position statement Distributed Systems Online Real Time and Embedded Systems area special issue Where is Real Time and Embedded Systems Research Going issue IEEE"
"69","2","25","M Jones","Michael B Jones ","Adaptive Real-Time Resource Management Supporting Composition of Independently Authored Time-Critical Services ","Proceedings of the Fourth Workshop Workstation Operating Systems WWOS Workshop Workstation Operating Systems now HotOS IV Computer Animation pages IEEE Computer Society"
"70","2","26","M Jones","Michael B Jones ","Inheritance in Unlikely Places: Using Objects to Build Derived Implementations of Flat Interfaces ","Proceedings of the Second International Workshop Object Orientation Operating Systems IWOOOS pages IEEE Computer Society"
"71","2","27","M Jones","Michael B Jones ","Interposition Agents: Transparently Interposing User Code at the System Interface ","Proceedings of the th ACM Symposium Operating Systems Principles ICSC Symposium Neural Computation pages"
"72","2","28","M Jones","Michael B Jones ","The Microsoft Interactive TV System: An Experience Report ","Microsoft Research Technical Report MSR TR"
"73","2","29","M Jones","Michael B Jones ","Transparently Interposing User Code at the System Interface ","Ph D thesis Carnegie Mellon University School of Computer Science Available Technical Report CMU CS"
"74","2","30","M Jones","Paul J Leach ; Richard Draves","Support for User-Centric Modular Real-Time Resource Management in the Rialto Operating System ","NOSSDAV Network and Operating System Support for Digital Audio and Video"
"75","2","31","M Jones","Aloysius K Mok ; C Douglas Locke ; Constance L Heitmeyer ; Kevin Jeffay ; Ragunathan Rajkumar","Future Distributed Embedded and Real-Time Applications Will Be Adaptive: Meanings, Challenges and Research Paradigms Panel ","ICDCS International Conference Distributed Computing Systems"
"76","2","32","M Jones","Richard F Rashid","Mach and Matchmaker: Kernel and Language Support for Object-Oriented Distributed Systems ","OOPSLA Conference Object Oriented Programming Systems Languages and Applications"
"77","2","33","M Jones","John Regehr; Michael B Jones; John A Stankovic ","Operating System Support for Multimedia: The Programming Model Matters ","Microsoft Research Technical Report MSR TR"
"78","2","34","M Jones","John Regehr","The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ","IEEE Real Time Technology and Applications Symposium"
"79","2","35","M Jones","John Regehr","The Problems You're Having May Not Be the Problems You Think You're Having: Results from a Latency Study of Windows NT ","Workshop Hot Topics Operating Systems"
"80","2","36","M Jones","John Regehr ; Stefan Saroiu","Two Case Studies in Predictable Application Scheduling Using Rialto/NT ","IEEE Real Time Technology and Applications Symposium"
"81","2","37","M Jones","Daniela Rosu ; Marcel-Catalin Rosu","CPU Reservations and Time Constraints: Efficient, Predictable Scheduling of Independent Activities ","SOSP Symposium Operating Systems Principles"
"82","2","38","M Jones","Stefan Saroiu","Predictability requirements of a soft modem ","SIGMETRICS Measurement and Modeling of Computer Systems Performance"
"83","2","39","M Jones","Marvin Theimer ; Michael B Jones ","Overlook: Scalable Name Service on an Overlay Network ","Proceedings of the International Conference Distributed Computing Systems ICDCS International Conference Distributed Computing Systems IEEE Computer Society"
"84","2","40","M Jones","Mary R Thompson ; Richard F Rashid","Matchmaker: An Interface Specification Language for Distributed Processing ","POPL Symposium Principles of Programming Languages"
"85","2","41","M Jones","Alec Wolman ; Anne-Marie Kermarrec ; Antony I T Rowstron ; HelenJ Wang ; Marvin Theimer ; Miguel Castro","An Evaluation of Scalable Application-Level Multicast Built Using Peer-To-Peer Overlays ","INFOCOM The Conference Computer Communications"
"86","2","42","M Jones","Alec Wolman ; Marvin Theimer ; Nicholas J A Harvey ; Stefan Saroiu","SkipNet: A Scalable Overlay Network with Practical Locality Properties ","USENIX the Advanced Computing Systems Association Symposium Internet Technologies and Systems"
"87","3","1","M Jones","ISWC Proceedings Sixth International Symposium on - ; ","",""
"88","3","2","M Jones","William Barry; Paul Plassmann","``Parallel Adaptive Mesh Refinement Techniques for Plasticity Problems,''","Advances Engineering Software"
"89","3","3","M Jones","Eloise Coupey","A Script-Based Approach for E-Commerce Applications,","Quarterly Journal of Electronic"
"90","3","4","M Jones","Joshua Edmison ; Tom Martin ; Zahi Nakad","Using Piezoelectric Materials for Wearable Electronic Textile ","ISWC International Symposium Wearable Computers"
"91","3","5","M Jones","J Edmison; Z Nakad; T Martin"," Using piezoelectric materials for wearable electronic textiles, ","Wearable Computers"
"92","3","6","M Jones","Lori A Freitag ; Paul E Plassmann","A Parallel Algorithm for Mesh Smoothing ","PPSC SIAM Conference Parallel Processing for Scientific Computing"
"93","3","7","M Jones","Lori Freitag; Paul Plassmann","``A Parallel Algorithm for Mesh Smoothing,''","SIAM Society for Industrial and Applied Mathematics Journal Scientific Computing"
"94","3","8","M Jones","Lori Freitag; Paul Plassmann","``The Scalability of Mesh Improvement Algorithms,''","IMA Journal of Applied Mathematics Volumes Mathematics and its Applications v"
"95","3","9","M Jones","Robert Gjertsen; Paul Plassmann","``Parallel Heuristics for Improved, Balanced Graph Colorings,''","Journal of Parallel and Distributed Computing v"
"96","3","10","M Jones","J Hess; D Lee; S Harper; P Athanas","Proceedings of IEEE Symposium on Field-Programmalbe Custom Computing Machines, Napa, CA, April, ",""
"97","3","11","M Jones","David C Lee ; Peter M Athanas ; Scott F Midkiff","Towards Active Hardware ","IWAN International Working Conference Active Networks"
"98","3","12","M Jones","David A Lehn; Kiran Puttehowda; Jae H Park; P Athanas","Evaluation of Rapid Context Switching on a CSRC Device,,","ERSA"
"99","3","13","M Jones","Tom Martin ; Zahi Nakad","Communications in Electronic Textile Systems ","Communications Computing"
"100","3","14","M Jones","Tom Martin; Zahi Nakad","A Service Backplane for e-Textiles,","MAMSET Proc Workshop Modeling Analysis and Middleware Support for Electronic Textiles"
"101","3","15","M Jones","Shashank Mehrotra; Jae Park","Tasking Distributed Sensor Networks,","Int J of Supercomputer Applications"
"102","3","16","M Jones","Jae Park ; Mukta Nandwani ; Paul E Plassmann ; Yanhua Yi","Examining the Communication Requirements of Remote Scientific Visualization ","Communications Computing"
"103","3","17","M Jones","Jae Park ; Paul E Plassmann ; Yanhua Yi","The Use of Configurable Computing in Scientific Simulations ","PDPTA Parallel and Distributed Processing Techniques and Applications"
"104","3","18","M Jones","Merrell Patrick","``Factoring Indefinite Matrices on High-Performance Architectures,''","SIAM Society for Industrial and Applied Mathematics Journal Matrix Analysis and Applications v"
"105","3","19","M Jones","Merrell L Patrick","Vector and Parallel-Vector Implementations of Lanczo's Method for the Generalized Eigenvalue Problem ","PPSC SIAM Conference Parallel Processing for Scientific Computing"
"106","3","20","M Jones","Paul Plassmann","``Computational Results for Parallel Unstructured Mesh Computations''","Computing Systems Engineering v"
"107","3","21","M Jones","Paul Plassmann","``Adaptive Refinement of Unstructured Finite-Element Meshes,''","Journal of Finite Elements Analysis and Design v"
"108","3","22","M Jones","Paul Plassmann","``Algorithm : Fortran Subroutines to Compute Improved Incomplete Cholesky Factorizations,''","ACM Trans Mathematical Software v"
"109","3","23","M Jones","Paul Plassmann","``An Improved Incomplete Cholesky Factorization,''","ACM Trans Mathematical Software v"
"110","3","24","M Jones","P Plassmann","``Unstructured Mesh Computations on Networks of Workstations,''","Computer Aided Civil and Infrastructure Engineering"
"111","3","25","M Jones","Paul E Plassmann ; Robert K Gjertsen","Parallel Heuristics for Improved, Balanced Graph Colorings ","J Parallel Distrib Comput"
"112","3","26","M Jones","Paul Plassmann","``Parallel Algorithms for Adaptive Mesh Refinement,''","SIAM Society for Industrial and Applied Mathematics Journal Scientific Computing v"
"113","3","27","M Jones","Paul E Plassmann","Parallel Solution of Unstructured, Sparse Systems of Linear Equations ","PPSC SIAM Conference Parallel Processing for Scientific Computing"
"114","3","28","M Jones","Paul E Plassmann","Recent Results in the Modeling of Type - II Superconductors on Massively Parallel Computers ","PPSC SIAM Conference Parallel Processing for Scientific Computing"
"115","3","29","M Jones","Paul E Plassmann","Scalable Iterative Solution of Sparse Linear Systems ","Parallel Computing"
"116","3","30","M Jones","Paul E Plassmann","Solution of Large, Sparse Systems of Linear Equations in Massively Parallel Applications ","Supercomputing"
"117","3","31","M Jones","L Scharf; J Scott; C Twaddle; M Yaconis; K Yao; P Athanas; B Schott","``Implementing an API for Distributed Adaptive Computing Systems,''","Proceedings of IEEE Symposium Field Programmable Custom Computing Machines Computer Animation"
"118","3","32","M Jones","Daniel Szyld","``Two-stage Multisplitting Methods with Overlapping Blocks,''","Numerical Linear Algebra with Applications v"
"119","3","33","M Jones","Michael Tang ; Paul E Plassmann ; Tom Canfield","Modeling Piezoelectric Crystals on the Intel Delta ","PPSC SIAM Conference Parallel Processing for Scientific Computing"
"120","4","1","M Jones","David Bainbridge ; George Buchanan ; Harold W Thimbleby ; Noel Cassidy ; Norliza Mohd-Nasir ; Yin Leng Theng","Children as Design Partners and Testers for a Children's Digital Library ","ECDL European Conference Digital Libraries"
"121","4","2","M Jones","J Berleur;P Duquenoy;D Whitehouse",", Ethics and the Governance of the Internet ","IFIP International Federation for Information Processing ISBN"
"122","4","3","M Jones","Ann Blandford ; George Buchanan ; Harold W Thimbleby","Spatial Hypertext as a Reader Tool in Digital Libraries ","Visual Interfaces to Digital Libraries"
"123","4","4","M Jones","Stephen Brewster","Special Issue on Multimodal interaction for Mobile & Wearable Computers ","International Journal of Personal Ubiquitous Computing"
"124","4","5","M Jones","G BuchananH Thimbleby;S Farrant;M ^th International Conference on World Wide Web Pazzani;May Hong Kong","",""
"125","4","6","M Jones","George Buchanan ; Harold W Thimbleby ; Norliza Mohd-Nasir ; Yin Leng Theng","Designing a children's digital library with and for children ","ACM DL Digital Libraries"
"126","4","7","M Jones","G BuchananG Marsden","Exploring Small Screen Digital Library Access with the Greenstone Digital Library ","Agosti M Costantino T Eds Proceedings of the th European Conference Research and Advanced Technology for Digital Libraries LNCS Springer"
"127","4","8","M Jones","George Buchanan ; Norliza Mohd-Nasir","An Evaluation of WebTwig - A Site Outliner for Handheld Web Access ","HUC Handheld and Ubiquitous Computing"
"128","4","9","M Jones","G Buchanan;A BlandfordH Thimbleby","Spatial Hypertext as a Reader Tool for Digtial Libraries ","Springer Book Series Information Visualization"
"129","4","10","M Jones","G Buchanan;A BlandfordH Thimbleby","Spatial hypertext as a Reader Tool in Digital Libraries ","ACM IEEE Joint Conference Digital Libraries Workshop Visual Interfaces to Digital Libraries"
"130","4","11","M Jones","George Buchanan ; Harold W Thimbleby","Sorting Out Searching on Small Screen Devices ","HCI Human Computer Interaction"
"131","4","12","M Jones","C&eacute;cile Rigny ; Harold W Thimbleby ; Yin Leng Theng","HyperAT: HCI and Web Authoring ","BCS British Computer Society HCI Human Computer Interaction"
"132","4","13","M Jones","P Curzon;A BlandfordG Marsden;M Tools ","Proceedings of the th Annual Conference on the Teaching of Computing Smith;August CTC Dublin University",""
"133","4","14","M Jones","E delGaldo;P GoughR Noble;P Stenton","A New User Interface Metaphor for Mobile Personal Technologies ","J Siddiqi Wilkinson J Eds Companion Proceedings of People and Computers XIII UK"
"134","4","15","M Jones","H DunlopS J Cunningham","A Digital Library of Conversational Expressions - Helping Profoundly Disabled Users Communicate ","Proceedings of the second ACM IEEE CS joint conference Digital libraries"
"135","4","16","M Jones","P Jain;G Buchanan","Changing the Pace of Search - Supporting Background Information Needs ","CHI Conference Human Factors Computing Systems Workshop Search"
"136","4","17","M Jones","","Conventional art as Web Exhibits - a New Electronic Art Form ","Proc International Symposium Electronic Art"
"137","4","18","M Jones","G Marsden","From the Large to the Small Screen Digest / : Colloquium on Issues for Networked Interpersonal Communications, , London, U K IEE Savoy Place, London ",""
"138","4","19","M Jones","N Mohd-Nasir;G Buchanon","Evaluation of WebTwig - a Site Outliner for Handheld Web Access ","Gellerson H W Ubiquitous Computing Karlsrhue LNCS Springer"
"139","4","20","M Jones","G Buchanan;G Marsden","Mobile Interfaces for Web Access, Workshop on Web & Mobility,"," th World Wide Web Conference"
"140","4","21","M Jones","P C Woodland","Modelling Syllable Characteristics to Improve a Large Vocabulary Speech Recogniser ","Proc ICSLP Yokohama"
"141","4","22","M Jones","P C Woodland","Exploiting Variable Width Features in Large Vocabulary Speech Recognition ","Proc IEEE ICASSP"
"142","4","23","M Jones","G Marsden;N Mohd-Nasir;K Boone","Improving Web Interaction in Small Screen Displays ","Computer Networks"
"143","4","24","M Jones","G Buchanan;H Thimbleby","Improving web search on small screen devices ","Interacting with Computers"
"144","4","25","M Jones","","Uniting Authors and Readers - Active Links in the World Wide Web ","Conference Companion Proceedings of the first Asia Pacific Conference Computer Human Interaction"
"145","4","26","M Jones","","Natural Language to Knowledge Base M Phil ","Thesis University of Engineering Department"
"146","4","27","M Jones","","Productivity paradox ","Encyclopaedia of Computers and Computer History Fitzroydearborn Publishing"
"147","4","28","M Jones","G Marsden","Preparing for the New Era of Ubiquitous Computing ","Proceedings ED MEDIA TELCOM Conference Calgary"
"148","4","29","M Jones","P Jain;G Buchanan;G Marsden","Using a Mobile Device to Vary the Pace of Search ","International Symposium HCI Human Computer Interaction Udine Related tech report"
"149","4","30","M Jones","P C Woodland","Using Relative Duration in Large Vocabulary Speech Recognition ","Proceedings of EuroSpeech"
"150","4","31","M Jones","G Buchanan","Search Interfaces for Handheld Web Browsers ","Poster Proceedings th International Conference World Wide Web"
"151","4","32","M Jones","G Buchanan;H Thimbleby","Sorting Out Searching on Small Screen Devices ","Paterno F Ed Proceedings of the th International Symposium HCI Human Computer Interaction Pisa LNCS Springer"
"152","4","33","M Jones","G Marsden;N Mohd-Nasir;G Buchanon","A Site Based Outliner for Small Screen Web Access ","Poster Proceedings of the th International Conference World Wide Web Toronto"
"153","4","34","M Jones","","The Use of Acoustic-Level Prosodics in Large Vocabulary Speech Recognition ","Ph D Thesis University of Engineering Department"
"154","4","35","M Jones","G Marsden","Ubiquitous Computing and Cellular Handsets--are Menus the Best Way Forward? ","South African Computer Journal Computer Society of South Africa"
"155","4","36","M Jones","G Marsden","Ubiquitous Computing and Cellular Handsets - are Menus the Best Way Forward?","Proceedings of SAICSIT Best paper at conference winner"
"156","4","37","M Jones","Gary Marsden ; Harold W Thimbleby ; Paul Gillary","Data Structures in the Design of Interfaces ","Personal and Ubiquitous Computing"
"157","4","38","M Jones","Gary Marsden ; George Buchanan","Exploring Small Screen Digital Library Access with the Greenstone Digital Library ","ECDL European Conference Digital Libraries"
"158","4","39","M Jones","Gary Marsden ; George Buchanan ; Harold W Thimbleby ; Michael J Pazzani ; Sarah Farrant","Improving mobile internet usability ","WWW World Wide Web Conference Series"
"159","4","40","M Jones","Gary Marsden ; George Buchanan ; Kevin Boone ; Norliza Mohd-Nasir","Improving Web Interaction on Small Displays ","Computer Networks"
"160","4","41","M Jones","G Marsden;H ThimblebyP Gillary","Successful User Interface Design from Efficient Computer Algorithms ","Conference Extended Abstracts Human Factors Computer Systems ACM CHI Conference Human Factors Computing Systems The Hague pp"
"161","4","42","M Jones","Gary Marsden ; George Buchanan ; Preeti Jain","Using a Mobile Device to Vary the Pace of Search ","HCI Human Computer Interaction"
"162","4","43","M Jones","G Marsden;P Gillary;H Thimbleby","The Use of Algorithms in Interface Design ","International Journal of Personal and Ubiquitous Technologies Springer"
"163","4","44","M Jones","Bonnie Nardi;Elizabeth Mynatt","Special Issue on Social Issues ","ACM Transactions Human Computer Interaction"
"164","4","45","M Jones","A SteelM Apperley","The Use Of Auditory Feedback In Call Centre Computer-Human-Human Interaction ","Conference Extended Abstracts Human Factors Computer Systems"
"165","4","46","M Jones","Y L Theng;C Rigny;H Thimbleby","Cognitive Task Graphs and Executable User Models for Better Hypertext ","Proceedings of the first Asia Pacific Conference Computer Human Interaction Information Technology Institute"
"166","4","47","M Jones","Y L Theng;N Mohd-Nasir;G Buchanan;D Bainbridge;H Thimbleby",", Children as Design Partners and Testers for a Children's Digital Library,","Borbinha J and T Eds Proceedings of the Fourth European Conference"
"167","4","48","M Jones","Y L Theng;N Mohd-Nasir;H Thimbleby;G Buchanan","Designing a Children's Digital Library with and for Children ","Proceedings of the th ACM Conference Digital Libraries San Antonio"
"168","4","49","M Jones","Y L Theng;H Thimbleby",", Designer tools for hypertext authoring,","IEE Digest Colloquium The Authoring and Application of Hypermedia Based User Interfaces London U K IEE Savoy Place London"
"169","4","50","M Jones","Y L Theng;C Rigny;H Thimbleby","HyperAT: HCI and Web Authoring ","O Conaill Thomas P J pp"
"170","4","51","M Jones","Y L ThengH Thimbleby","Lost in Hyperspace - Psychological Problem or Bad Design?","Proceedings of the first Asia Pacific Conference Computer Human Interaction Information Technology Institute"
"171","4","52","M Jones","Y L Theng;C Rigny;H Thimbleby",", Improved Conceptual Design for Better Hypertext ","Adjunct Proceedings of BCS British Computer Society HCI Human Computer Interaction U K"
"172","4","53","M Jones","Y L Theng;H Thimbleby",", Reducing Information Overload: a Comparative Study of Hypertext Systems ","IEE Digest Colloquium Information Overload London U K IEE"
"173","4","54","M Jones","H Thimbleby;A Blandford;P Cairns;P Curzon;M Finlay Jones;D'etienne Eds J ;Computer XVI - Memorable yet Invisible Proceedings People;September London","",""
"174","4","55","M Jones","Harold W Thimbleby","Obituary for a Fax ","Personal and Ubiquitous Computing"
