"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"85","1","85","D Johnson","M R Garey ; D S Johnson","Approximation Algorithms for Combinatorial Problems: An Annotated Bibliography,","Algorithms and Complexity New Directions and Recent Results J F Traub editor Academic Press"
"86","1","86","D Johnson","M R Garey; R L Graham ; D S Johnson","Performance Guarantees for Scheduling Algorithms,","Operations Research"
"87","1","87","D Johnson","M R Garey; R L Graham; D S Johnson; A Yao","Resource Constrained Scheduling as Generalized Bin Packing,","J Comb Theory A"
"88","1","88","D Johnson","M R Garey; D S Johnson; B B Simons; R E Tarjan","Scheduling Unit-Time Tasks with Arbitrary Release Times and Deadlines,","SIAM Society for Industrial and Applied Mathematics J Computing"
"89","1","89","D Johnson","M R Garey; D S Johnson; R E Tarjan ; M Yannakakis","Scheduling Opposing Forests,","SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods"
"90","1","90","D Johnson","M R Garey","Scheduling Tasks with Nonuniform Deadlines on Two Processors ","J ACM"
"91","1","91","D Johnson","M R Garey; R L Graham; D S Johnson","Some NP-Complete Geometric Problems,","Proc th Annual ACM Symp Theory of Computing"
"92","1","92","D Johnson","M R Garey; D S Johnson ; L Stockmeyer","Some Simplified NP-Complete Graph Problems,","Theoretical Comp Sci"
"93","1","93","D Johnson","M R Garey","``Strong'' NP-Completeness Results: Motivation, Examples, and Implications ","J ACM"
"94","1","94","D Johnson","M R Garey; D S Johnson; G L Miller ; C H Papadimitriou","The Complexity of Coloring Circular Arcs and Chords,","SIAM Society for Industrial and Applied Mathematics J Algebraic and Discrete Methods"
"95","1","95","D Johnson","M R Garey; R L Graham ; D S Johnson","The Complexity of Computing Steiner Minimal Trees,","SIAM Society for Industrial and Applied Mathematics J Appl Math"
"96","1","96","D Johnson","M R Garey; D S Johnson; R Sethi","The Complexity of Flowshop and Jobshop Scheduling,","Math of Oper Research"
"97","1","97","D Johnson","M R Garey","The Complexity of Near-Optimal Graph Coloring ","J ACM"
"98","1","98","D Johnson","M R Garey; D S Johnson; H S Witsenhausen","The Complexity of the Generalized Lloyd-Max Problem,","IEEE Trans Information Theory IT"
"99","1","99","D Johnson","M R Garey ; Robert Endre Tarjan","The Planar Hamiltonian Circuit Problem is NP-Complete ","SIAM Society for Industrial and Applied Mathematics J Comput"
"100","1","100","D Johnson","M R Garey","The Rectilinear Steiner Tree Problem in NP Complete ","SIAM Society for Industrial and Applied Mathematics Journal of Applied Mathematics"
"101","1","101","D Johnson","M R Garey; D S Johnson","The Rectilinear Steiner Tree Problem is NP-Complete,","SIAM Society for Industrial and Applied Mathematics J Appl Math"
"102","1","102","D Johnson","M R Garey; D S Johnson","A / Theorem for Bin Packing,","J Complexity"
"103","1","103","D Johnson","M R Garey; D S Johnson","Two-Processor Scheduling with Start-Times and Deadlines,","SIAM Society for Industrial and Applied Mathematics J Computing"
"104","1","104","D Johnson","M R Garey; D S Johnson; F P Preparata ; R E Tarjan","Triangulating a Simple Polygon,","Information Processing Letters"
"105","1","105","D Johnson","M Goldwasser; D S Johnson; ; C C McGeoch Editors ","Proceedings of the th and th DIMACS Implementation Challenges,","American Mathematical Society"
"106","1","106","D Johnson","Z J Haas; J H Winters; ; D S Johnson","Simulation Results of the Capacity of Cellular Systems,","IEEE Trans Vehicular Technology"
"107","1","107","D Johnson","Frank K Hwang ; M R Garey","Algorithms for a Set Partitioning Problem Arising in the Design of Multipurpose Units ","IEEE Trans Computers"
"108","1","108","D Johnson","J&aacute;nos Csirik","Bounded Space On-Line Bin Packing: Best is Better than First ","SODA Symposium Discrete Algorithms"
"109","1","109","D Johnson","J&aacute;nos Csirik","Bounded Space On-Line Bin Packing: Best Is Better than First ","Algorithmica"
"110","1","110","D Johnson","D S Johnson Editor ; Maintainer "," th DIMACS Implementation Challenge: The Traveling Salesman Problem,"," http www research att com dsj chtsp index html"
"111","1","111","D Johnson","D S Johnson Editor ","Challenges for Theoretical Computer Science: DRAFT June ,"," http www research att com dsj nsflist html"
"112","1","112","D Johnson","D S Johnson Editor ","STOC/FOCS Bibliography,","ACM Press"
"113","1","113","D Johnson","D S Johnson; M A Trick Editors ","Cliques, Coloring, and Satisfiability: Proceedings of the nd DIMACS Implementation Challenge,","American Mathematical Society"
"114","1","114","D Johnson","D S Johnson; C H Papadimitriou","Computational Complexity,","The Traveling Salesman Problem E L Lawler J K Lenstra A H G Rinnooy Kan and D B Shmoys editors John Wiley and Sons Ltd"
"115","1","115","D Johnson","D S Johnson","A Catalogue of Complexity Classes,","The Handbook of Theor Comp Sci J Van Leeuwen editor Elsevier"
"116","1","116","D Johnson","D S Johnson; T Nishizeki; A Nozaki; H S Wilf Editors ","Discrete Algorithms and Complexity: Proceedings of the Japan-US Joint Seminar, June - , , Kyoto, Japan,","Academic Press New"
"117","1","117","D Johnson","D S Johnson","Fast Algorithms for Bin Packing,","Journal of Computer and System Sciences"
"118","1","118","D Johnson","D S Johnson; C H Papadimitriou; M Yannakakis","How Easy is Local Search?,","Journal of Computer and System Sciences Preliminary version Proc th Ann IEEE Symp Foundations of Computer Science"
"119","1","119","D Johnson","D S Johnson ; H O Pollack","Hypergraph Planarity and the Complexity of Drawing Venn Diagrams,","J Graph Theory"
"120","1","120","D Johnson","D S Johnson","Local Optimization and the Traveling Salesman Problem,","Proc th Colloq Automata Lang and Prog"
"121","1","121","D Johnson","D S Johnson; A S LaPaugh ; R Y Pinter","Minimizing Channel Density by Lateral Shifting of Components,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms"
"122","1","122","D Johnson","D S Johnson; L A McGeoch","Experimental Analysis of Heuristics for the STSP,","The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht"
"123","1","123","D Johnson","D S Johnson; G Gutin; L A McGeoch; A Yeo; W Zhang;; A Zverovich","Experimental Analysis of Heuristics for the ATSP,","The Traveling Salesman Problem and its Variations G Gutin and A Punnen Editors Kluwer Academic Publishers Dordrecht"
"124","1","124","D Johnson","D S Johnson","More Approaches to the Travelling Salesman Guide,","Nature page"
"125","1","125","D Johnson","D S Johnson; C H Papadimitriou ; M Yannakakis","On Generating all Maximal Independent Sets,","Information Processing Letters"
"126","1","126","D Johnson","D S Johnson ; M Szegedy","What are the Least Tractable Instances of Max Independent Set?,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms S S"
"127","1","127","D Johnson","D S Johnson; K A Niemi","On Knapsacks, Partitions, and a New Dynamic Programming Technique for Trees,","Math of Oper Research"
"128","1","128","D Johnson","D S Johnson","NP-Completeness: An Ongoing Guide,","Academic Press Collection of NP completeness columns"
"129","1","129","D Johnson","D S Johnson","On Property $B_r$,","J Comb Theory B"
"130","1","130","D Johnson","D S Johnson; J L Bentley; L A McGeoch;; E E Rothberg ","Near-Opimal Solutions to Very Large Traveling Salesman Problems,"," Monograph preparation"
"131","1","131","D Johnson","D S Johnson","Worst Case Behavior of Graph Coloring Algorithms,","Proc th Southeastern Conf Comb Graph Theory and Computing"
"132","1","132","D Johnson","D S Johnson; M R Garey; R L Graham; A Demers; J D Ullman","Worst Case Performance Bounds for Simple One-Dimensional Packing Algorithms,","SIAM Society for Industrial and Applied Mathematics J Computing"
"133","1","133","D Johnson","D S Johnson ; C C McGeoch Editors ","Network Flows and Matching: Proceedings of the st DIMACS Implementation Challenge,","American Mathematical Society"
"134","1","134","D Johnson","D S Johnson","Approximation Algorithms for Combinatorial Problems,","Journal of Computer and System Sciences"
"135","1","135","D Johnson","D S Johnson; C H Papadimitriou","Performance Guarantees for Heuristics,","The Traveling Salesman Problem E L Lawler J K Lenstra A H G Rinnooy Kan and D B Shmoys editors John Wiley and Sons Ltd"
"136","1","136","D Johnson","D S Johnson ; A Klug","Optimizing Conjunctive Queries that Contain Untyped Variables,","SIAM Society for Industrial and Applied Mathematics J Computing"
"137","1","137","D Johnson","D S Johnson; C R Aragon; L A McGeoch; C Shevon","Optimization by Simulated Annealing: An Experimental Evaluation; Part I, Graph Partitioning,","Operations Research"
"138","1","138","D Johnson","D S Johnson","Slow Ant,","New Scientist page"
"139","1","139","D Johnson","D S Johnson; L A McGeoch;; E E Rothberg","Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms"
"140","1","140","D Johnson","D S Johnson; J K Lenstra; A H G Rinnooy Kan","The Complexity of the Network Design Problem,","Networks"
"141","1","141","D Johnson","D S Johnson; F P Preparata","The Densest Hemisphere Problem,","Theoretical Comp Sci"
"142","1","142","D Johnson","D S Johnson","The Genealogy of Theoretical Computer Science,","SIGACT News"
"143","1","143","D Johnson","D S Johnson; M Minkoff;; S Phillips","The Prize Collecting Steiner Tree Problem: Theory and Practice,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms"
"144","1","144","D Johnson","D S Johnson ; L A McGeoch","The Traveling Salesman Problem: A Case Study in Local Optimization,","Local Search Combinatorial Optimization E H L Aarts and J K Lenstra editors John Wiley and Sons Ltd"
"145","1","145","D Johnson","D S Johnson ; A Klug","Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies,","Journal of Computer and Systems Sciences"
"146","1","146","D Johnson","D S Johnson ","A Theoretician's Guide to the Experimental Analysis of Algorithms,"," Proceedings of the th and th DIMACS Implementation Challenges M Goldwasser D S Johnson and C C McGeoch Editors American Mathematical Society"
"147","1","147","D Johnson","Claire Kenyon ; J&aacute;nos Csirik","Better approximation algorithms for bin covering ","SODA Symposium Discrete Algorithms"
"148","1","148","D Johnson","Claire Kenyon ; J&aacute;nos Csirik ; James B Orlin ; Peter W Shor ; Richard R Weber","On the sum-of-squares algorithm for bin packing ","STOC ACM Symposium Theory of Computing"
"149","1","149","D Johnson","Claire Kenyon ; J&aacute;nos Csirik ; Peter W Shor ; Richard R Weber","A Self Organizing Bin Packing Heuristic ","ALENEX Algorithm Engineering and Experiments"
"150","1","150","D Johnson","Daniel J Kleitman ; Joseph Y -T Leung ; S F Assmann","On a Dual Version of the One-Dimensional Bin Packing Problem ","J Algorithms"
"151","1","151","D Johnson","Anthony C Klug","Optimizing Conjunctive Queries When Attribute Domains Are not Disjoint Extended Abstract ","FOCS IEEE Symposium Foundations of Computer Science"
"152","1","152","D Johnson","Anthony C Klug","Optimizing Conjunctive Queries that Contain Untyped Variables ","SIAM Society for Industrial and Applied Mathematics J Comput"
"153","1","153","D Johnson","Anthony C Klug","Testing Containment of Conjunctive Queries Under Functional and Inclusion Dependencies ","PODS Symposium Principles of Database Systems"
"154","1","154","D Johnson","Anthony C Klug","Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies ","J Comput Syst Sci"
"155","1","155","D Johnson","Andrea S LaPaugh ; Ron Y Pinter","Minimizing Channel Density by Lateral Shifting of Components ","SODA Symposium Discrete Algorithms"
"156","1","156","D Johnson","Andrea S LaPaugh ; Edward G Coffman ; M R Garey","Scheduling File Transfers ","SIAM Society for Industrial and Applied Mathematics J Comput"
"157","1","157","D Johnson","Andrea S LaPaugh ; Edward G Coffman ; M R Garey","Scheduling File Transfers in a Distributed Network ","PODC Symposium Principles of Distributed Computing"
"158","1","158","D Johnson","Z M Mao;  O Spatscheck; J E van der Merwe;; J Wang","Efficient and robust streaming provisioning in VPNs,","Proceedings WWW World Wide Web Conference Series"
"159","1","159","D Johnson","Z M Mao;  J Rexford; J Wang;; R Katz","Scalable and accurate identification of AS-level forwarding paths,"," Proceedings INFOCOM The Conference Computer Communications"
"160","1","160","D Johnson","Catherine C McGeoch ; Frank Thomson Leighton ; Jon Louis Bentley ; Lyle A McGeoch","Some Unexpected Expected Behavior Results for Bin Packing","STOC ACM Symposium Theory of Computing"
"161","1","161","D Johnson","N S Megiddo; S L Hakimi; M R Garey; D S Johnson; C H Papadimitriou","The Complexity of Searching a Graph,","J Assoc Comp Mach"
"162","1","162","D Johnson","Jacobus E van der Merwe ; Jia Wang ; Oliver Spatscheck ; Zhuoqing Morley Mao","Efficient and robust streaming provisioning in VPNs ","WWW World Wide Web Conference Series"
"163","1","163","D Johnson","Maria Minkoff ; Steven Phillips","The prize collecting Steiner tree problem: theory and practice ","SODA Symposium Discrete Algorithms"
"164","1","164","D Johnson","G Ostheimer ; Lyle A McGeoch ; Michael L Fredman","Data Structures for Traveling Salesmen ","SODA Symposium Discrete Algorithms"
"165","1","165","D Johnson","G Ostheimer ; Lyle A McGeoch ; Michael L Fredman","Data Structures for Traveling Salesmen ","J Algorithms"
"166","1","166","D Johnson","Christos H Papadimitriou ; Mihalis Yannakakis","How Easy is Local Search?","J Comput Syst Sci"
"167","1","167","D Johnson","Christos H Papadimitriou ; Mihalis Yannakakis","How Easy Is Local Search? Extended Abstract ","FOCS IEEE Symposium Foundations of Computer Science"
"168","1","168","D Johnson","Christos H Papadimitriou","On Generating All Maximal Independent Sets ","Inf Process Lett"
"169","1","169","D Johnson","Christos H Papadimitriou ; Elias Dahlhaus ; Mihalis Yannakakis ; Paul D Seymour","The Complexity of Multiway Cuts Extended Abstract ","STOC ACM Symposium Theory of Computing"
"170","1","170","D Johnson","Christos H Papadimitriou ; Elias Dahlhaus ; Mihalis Yannakakis ; Paul D Seymour","The Complexity of Multiterminal Cuts ","SIAM Society for Industrial and Applied Mathematics J Comput"
"171","1","171","D Johnson","Christos H Papadimitriou ; M R Garey ; Nimrod Megiddo ; S Louis Hakimi","The complexity of searching a graph ","J ACM"
"172","1","172","D Johnson","Christos H Papadimitriou ; M R Garey ; Nimrod Megiddo ; S Louis Hakimi","The Complexity of Searching a Graph Preliminary Version ","FOCS IEEE Symposium Foundations of Computer Science"
"173","1","173","D Johnson","Franco P Preparata","The Densest Hemisphere Problem ","Theor Comput Sci"
"174","1","174","D Johnson","Franco P Preparata ; M R Garey ; Robert Endre Tarjan","Triangulating a Simple Polygon ","Inf Process Lett"
"175","1","175","D Johnson","Edward E Rothberg ; Lyle A McGeoch","Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound ","SODA Symposium Discrete Algorithms"
"176","1","176","D Johnson","Barbara B Simons ; M R Garey ; Robert Endre Tarjan","Scheduling Unit-Time Tasks with Arbitrary Release Times and Deadlines ","SIAM Society for Industrial and Applied Mathematics J Comput"
"177","1","177","D Johnson","H C So ; M R Garey","An Application of Graph Coloring to Printed Circuit Testing Working Paper ","FOCS IEEE Symposium Foundations of Computer Science"
"178","1","178","D Johnson","Larry J Stockmeyer ; M R Garey","Some Simplified NP-Complete Graph Problems ","Theor Comput Sci"
"179","1","179","D Johnson","Larry J Stockmeyer ; M R Garey","Some Simplified NP-Complete Problems","STOC ACM Symposium Theory of Computing"
"180","1","180","D Johnson","Mario Szegedy","What are the Least Tractable Instances of max Tndependent Set?","SODA Symposium Discrete Algorithms"
"181","1","181","D Johnson","C Young; D S Johnson; D R Karger; M D Smith","Near-optimal Intraprocedural Branch Alignment,","Proceedings Symp Programming Languages Design and Implementation"
"182","2","1","D Johnson"," Panagiotis Takis Metaxas","Connected Components in O \lg^ / |V| Parallel Time for the CREW PRAM","FOCS IEEE Symposium Foundations of Computer Science"
"183","2","2","D Johnson"," Shankar M Venkatesan","Parallel Algorithms for Minimum Cuts and Maximum Flows in Planar Networks Preliminary Version ","FOCS IEEE Symposium Foundations of Computer Science"
"184","2","3","D Johnson"," Shankar M Venkatesan","Partition of Planar Flow Networks Preliminary Version ","FOCS IEEE Symposium Foundations of Computer Science"
