"","AuthorID","PaperNO","QuestAuthor","Coauthor","Paper","Journal"
"60","6","1","J Martin","P Devanbu; Y-F Chen; E Gansner; H Müller; ","CHIME: Customizable Hyperlink Insertion and Maintenance Engine for Software Engineering Environments ","Proceedings of the International Conference Software Engineering Los Angeles Computer Animation"
"61","6","2","J Martin","Emden R Gansner ; Hausi A M&uuml;ller ; Premkumar T Devanbu ; Yih-Farn Chen","CHIME: Customizable Hyperlink Insertion and Maintenance Engine for Software Engineering Environments ","ICSE International Conference Software Engineering"
"62","6","3","J Martin","Anke Giesl ; Ludger Martin","Dynamic Component Program Visualization ","WCRE Working Conference Reverse Engineering"
"63","6","4","J Martin","Holger M Kienle; Anke Weber; Johannes Martin; ; Hausi A Müller ","Development and Maintenance of a Web Site for a Bachelor Program ","Proceedings of the th International Workshop Website Evolution"
"64","6","5","J Martin","Kostas Kontogiannis; Johannes Martin; Kenny Wong; Richard Gregory; Hausi Müller; John Mylopoulos ","Code Migration Through Transformations: An Experience Report ","Proceedings of CASCON Toronto"
"65","6","6","J Martin","Hausi A M&uuml;ller","C to Java Migration Experiences ","CSMR Conference Software Maintenance and Reengineering"
"66","6","7","J Martin","Hausi A M&uuml;ller","Strategies for Migration from C to Java ","CSMR Conference Software Maintenance and Reengineering"
"67","6","8","J Martin","Johannes Martin; Hausi Müller ","Considerations on the Syntax of a Standard Exchange Format ","Proceedings of the Workshop Standard Exchange Format at the International Conference Software Engineering Limmerick Irland"
"68","6","9","J Martin","Johannes Martin; Hausi Müller ","C to Java Migration Experiences ","Proceedings of the th European Conference for Software Maintenance and Reengineering Budapest"
"69","6","10","J Martin","Johannes Martin; Hausi Müller D","Discovering Implicit Inheritance Relations in Non Object-Oriented Code ","Advances Software Engineering Comprehension Evaluation and Evolution Edited by Erdogmus Tanir e Springer Verlag New ISBN"
"70","6","11","J Martin","Ludger Martin; Anke Giesl; Johannes Martin ","Dynamic Component Program Visualisation ","Proceedings of the th Working Conference for Reverse Engineering"
"71","6","12","J Martin","Ludger Martin; Anke Giesl; Johannes Martin ","Dynamische Komponenten-Programm-Visualisierung "," Workshop Software Reengineering Bad Honnef"
"72","6","13","J Martin","Johannes Martin; Ludger Martin ","Web Site Maintenance With Software Enginerring Tools ","Proceedings of the rd International Workshop Web Site Evolution ISBN"
"73","6","14","J Martin","Johannes Martin; Kenny Wong; Bruce Winter; Hausi Müller ","Analyzing xfig Using the Rigi Tool Suite ","Proceedings of the th Working Conference for Reverse Engineering Brisbane ISBN"
"74","6","15","J Martin","Johannes Martin; Ludger Martin","Reengineering-Werkzeuge für Webseiten "," Workshop Software Reengineering Bad Honnef"
"75","6","16","J Martin","Johannes Martin; Hausi Müller ","Strategies for Migration from C to Java ","Proceedings of the th European Conference for Software Maintenance and Reengineering Lisbon ISBN"
"76","6","17","J Martin","Johannes Martin ","Ovid - Technologien zum automatisierten Software-Reengineering technologies for automated software-reengineering, in German ","Research Magazine of Johannes Gutenberg Universit t Mainz Special edition trade fairs"
"77","6","18","J Martin","Johannes Martin ","Leveraging IBM VisualAge for C++ for Reverse Engineering Tasks ","Proceedings of CASCON Toronto"
"78","6","19","J Martin","Johannes Martin ","Ephedra - A C to Java Migration Environment ","Ph D Dissertation University of Kanada"
"79","6","20","J Martin","Johannes Martin ","Tool Adoption: A Software Developer's Perspective ","Proceedings of the rd International Workshop Adoption Centric Software Engineering"
"80","6","21","J Martin","Bruce Winter ; Hausi A M&uuml;ller ; Kenny Wong","Analyzing xfig Using the Rigi Tool Suite ","WCRE Working Conference Reverse Engineering"
"81","7","1","J Martin"," A Alzaga","A Design Process Model to Support Concurrent Project Development in Networks of SMES ","PRO VE"
"82","7","2","J Martin"," G Mayor ; Joan Torrens","On locally internal monotonic operations ","Fuzzy Sets and Systems"
"83","7","3","J Martin"," G Mayor","Locally Internal Aggregation Functions ","International Journal of Uncertainty Fuzziness and Knowledge Based Systems"
"84","7","4","J Martin"," G Mayor ; Joan Torrens ; Tomasa Calvo","Balanced Discrete Fuzzy Measures ","International Journal of Uncertainty Fuzziness and Knowledge Based Systems"
"85","8","1","J Martin"," ","DP : Supervised and Unsupervised Clustering ","ECML European Conference Machine Learning"
"86","8","2","J Martin"," ","Reducing Redundant Learning ","ML"
"87","8","3","J Martin"," Dorrit O Billman","Variability Bias and Category Learning ","ML"
"88","8","4","J Martin"," Dorrit O Billman","Acquiring and Combining Overlapping Concepts ","Machine Learning"
"89","9","1","J Martin"," Arne A Nilsson ; Injong Rhee","The incremental deployability of RTT-based congestion avoidance for high speed TCP Internet connections ","SIGMETRICS Measurement and Modeling of Computer Systems"
"90","9","2","J Martin"," Arne A Nilsson","On Service Level Agreements for IP Networks ","INFOCOM The Conference Computer Communications"
"91","9","3","J Martin"," Arne A Nilsson ; Injong Rhee","Delay-based congestion avoidance for TCP ","IEEE ACM Trans Netw"
"92","9","4","J Martin"," Arne A Nilsson","On End-to-End Congestion Avoidance for TCP/IP ","HPN High Performance Networking"
"93","10","1","J Martin"," James L Crowley","An Appearance-Based Approach to Gesture-Recognition ","ICIAP"
"94","10","2","J Martin"," Augustin Lux ; Christophe Le Gal ; James L Crowley","Smart Office: Design of an Intelligent Environment ","IEEE Intelligent Systems"
"95","10","3","J Martin"," Daniela Hall ; James L Crowley","Statistical Gesture Recognition Through Modelling of Parameter Trajectories ","Gesture Workshop"
"96","10","4","J Martin"," James L Crowley ; Olivier Chomat","A Probabilistic Sensor for the Perception and Recognition of Activities ","ECCV European Conference Computer Vision"
"97","11","1","J Martin"," Ram&oacute;n Puigjaner","Extending UML Deployment Diagrams form a Performance Engineering Perspective ","Software Engineering Research and Practice"
"98","11","2","J Martin"," Carlos Juiz ; Nunzio Nicol&oacute; Savino V&aacute;zquez","Unified system builder through interacting blocks USBIB for soft real-time systems ","Workshop Software and Performance"
"99","11","3","J Martin"," Didier Boudigue ; Georges Gardarin ; Jos&eacute; Antonio Corbacho ; Nunzio Nicol&oacute; Savino V&aacute;zquez ; Ram&oacute;n Puigjaner ; Sophie Dumas","Predicting the behaviour of three-tiered applications: dealing with distributed-object technology and databases ","Perform Eval"
"100","11","4","J Martin"," Jos&eacute; Antonio Corbacho ; Nunzio Nicol&oacute; Savino V&aacute;zquez ; Ram&oacute;n Puigjaner","Extending SMART to Predict the Behaviour of PL/SQL Applications ","Computer Performance Evaluation Tools"
"101","12","1","J Martin"," Chris Lankester","Ask Me Tomorrow: The NRC and University of Ottawa Question Answering System ","TREC Text REtrieval Conference"
"102","12","2","J Martin"," Alain D&eacute;silets ; Berry de Bruijn","Extracting Keyphrases from Spoken Audio Documents ","SIGIR Research and Development Information Retrieval Workshop Information Retrieval Techniques for Speech Applications"
"103","12","3","J Martin"," ","Focusing Attention for Observational Learning: The Importance of Context ","IJCAI International Joint Conference Artificial Intelligence"
"104","13","1","J Martin"," Dominique B&eacute;roule ; R Veldman","Developing Multimodal Interfaces: A Theoretical Framework and Guided Propagation Networks ","Multimodal Human Computer Communication"
"105","13","2","J Martin"," Dominique B&eacute;roule","Temporal Codes within a Typology of Cooperation Between Modalities ","Artif Intell Rev"
"106","13","3","J Martin"," Adam Cheyer ; Luc Julia","A Unified Framework for Constructing Multimodal Experiments and Applications ","Cooperative Multimodal Communication"
"107","14","1","J Martin"," Peter H Welch","A CSP Model for Java Multithreading ","PDSE"
"108","14","2","J Martin"," ","A Tool for Checking the CSP sat Property ","Comput J"
"109","15","1","J Martin"," Daniel M Dias ; David C Sadler ; Jamshed H Mirza ; Marc Snir ; Tilak Agerwala","SP System Architecture ","IBM Systems Journal"
"110","15","2","J Martin"," Daniel M Dias ; David C Sadler ; Jamshed H Mirza ; Marc Snir ; Tilak Agerwala","SP System Architecture ","IBM Systems Journal"
"111","16","1","J Martin"," Ferenc A Jolesz ; Guido Gerig ; Martha Elizabeth Shenton ; Olaf K&uuml;bler ; Ron Kikinis","Automating Segmentation of Dual-Echo MR Head Data ","IPMI Information Processing Medical Imaging"
"112","16","2","J Martin"," Alex Pentland ; Ron Kikinis ; Stan Sclaroff","Characterization of Neuropathological Shape Deformations ","IEEE Transactions Pattern Analysis and Machine Intelligence"
